# UNIT DESCRIPTIONS #	
ITEM_OBSOLETE_CIVWIDE 	"junkstring_ITEM_OBSOLETE_CIVWIDE "
DESCRIPTION_UNIT_FRIGATE "junkstring_DESCRIPTION_UNIT_FRIGATE"
DESCRIPTION_UNIT_TELEVANGELIST "junkstring_DESCRIPTION_UNIT_TELEVANGELIST"
DESCRIPTION_UNIT_CARGO_HELICOPTER "junkstring_DESCRIPTION_UNIT_CARGO_HELICOPTER"
DESCRIPTION_UNIT_CRUISE_MISSILE "junkstring_DESCRIPTION_UNIT_CRUISE_MISSILE"
DESCRIPTION_UNIT_EMPATHIC_DIPLOMAT "junkstring_DESCRIPTION_UNIT_EMPATHIC_DIPLOMAT"
DESCRIPTION_UNIT_INTERCEPTOR "junkstring_DESCRIPTION_UNIT_INTERCEPTOR"
DESCRIPTION_UNIT_BOMBER "junkstring_DESCRIPTION_UNIT_BOMBER"
DESCRIPTION_UNIT_CYBER_NINJA "junkstring_DESCRIPTION_UNIT_CYBER_NINJA"
DESCRIPTION_UNIT_MOBILE_SAM "junkstring_DESCRIPTION_UNIT_MOBILE_SAM"
DESCRIPTION_UNIT_CORPORATE_BRANCH "junkstring_DESCRIPTION_UNIT_CORPORATE_BRANCH"
DESCRIPTION_UNIT_STEALTH_BOMBER "junkstring_DESCRIPTION_UNIT_STEALTH_BOMBER"
DESCRIPTION_UNIT_SCOUT_SUB "junkstring_DESCRIPTION_UNIT_SCOUT_SUB"
DESCRIPTION_UNIT_PARATROOPER "junkstring_DESCRIPTION_UNIT_PARATROOPER"
DESCRIPTION_UNIT_CYBERATTORNEY "junkstring_DESCRIPTION_UNIT_CYBERATTORNEY"
DESCRIPTION_UNIT_SPACE_PLANE "junkstring_DESCRIPTION_UNIT_SPACE_PLANE"
DESCRIPTION_UNIT_MOBILE_SUBNEURAL_AD "junkstring_DESCRIPTION_UNIT_MOBILE_SUBNEURAL_AD"
DESCRIPTION_UNIT_SPY_PLANE "junkstring_DESCRIPTION_UNIT_SPY_PLANE"
DESCRIPTION_UNIT_WAR_WALKER "junkstring_DESCRIPTION_UNIT_WAR_WALKER"
DESCRIPTION_UNIT_SEA_ENGINEER "junkstring_DESCRIPTION_UNIT_SEA_ENGINEER"
DESCRIPTION_UNIT_MOREY_STRIKER "junkstring_DESCRIPTION_UNIT_MOREY_STRIKER"
DESCRIPTION_UNIT_KRAKEN "junkstring_DESCRIPTION_UNIT_KRAKEN"
DESCRIPTION_UNIT_PLASMA_DESTROYER "junkstring_DESCRIPTION_UNIT_PLASMA_DESTROYER"
DESCRIPTION_UNIT_DREADNAUGHT "junkstring_DESCRIPTION_UNIT_DREADNAUGHT"
DESCRIPTION_UNIT_ECO_TERRORIST "junkstring_DESCRIPTION_UNIT_ECO_TERRORIST"
DESCRIPTION_UNIT_HOVER_INFANTRY "junkstring_DESCRIPTION_UNIT_HOVER_INFANTRY"
DESCRIPTION_UNIT_INFECTOR "junkstring_DESCRIPTION_UNIT_INFECTOR"
DESCRIPTION_UNIT_CRAWLER "junkstring_DESCRIPTION_UNIT_CRAWLER"
DESCRIPTION_UNIT_ECO_RANGER "junkstring_DESCRIPTION_UNIT_ECO_RANGER"
DESCRIPTION_UNIT_LEVIATHON "junkstring_DESCRIPTION_UNIT_LEVIATHON"
DESCRIPTION_UNIT_FUSION_TANK "junkstring_DESCRIPTION_UNIT_FUSION_TANK"
DESCRIPTION_UNIT_CITY "junkstring_DESCRIPTION_UNIT_CITY"
DESCRIPTION_UNIT_SPACE_CITY "junkstring_DESCRIPTION_UNIT_SPACE_CITY"
DESCRIPTION_UNIT_OCEAN_CITY	"junkstring_DESCRIPTION_UNIT_OCEAN_CITY"
	
# IMPROVE DESCRIPTIONS #	
DEFAULT_IMPROVE_DESCRIPTION	  		"junkstring_DEFAULT_IMPROVE_DESCRIPTION"
DESCRIPTION_IMPROVE_GRANARY			"junkstring_DESCRIPTION_IMPROVE_GRANARY"
DESCRIPTION_IMPROVE_CITY_WALLS			"junkstring_DESCRIPTION_IMPROVE_CITY_WALLS"
DESCRIPTION_IMPROVE_SHRINE			"junkstring_DESCRIPTION_IMPROVE_SHRINE"
DESCRIPTION_IMPROVE_COURTHOUSE			"junkstring_DESCRIPTION_IMPROVE_COURTHOUSE"
DESCRIPTION_IMPROVE_BALLISTA_TOWERS		"junkstring_DESCRIPTION_IMPROVE_BALLISTA_TOWERS"
DESCRIPTION_IMPROVE_AQUEDUCT			"junkstring_DESCRIPTION_IMPROVE_AQUEDUCT"
DESCRIPTION_IMPROVE_THEATER			"junkstring_DESCRIPTION_IMPROVE_THEATER"
DESCRIPTION_IMPROVE_BAZAAR			"junkstring_DESCRIPTION_IMPROVE_BAZAAR"
DESCRIPTION_IMPROVE_ACADEMY			"junkstring_DESCRIPTION_IMPROVE_ACADEMY"
DESCRIPTION_IMPROVE_ARENA			"junkstring_DESCRIPTION_IMPROVE_ARENA"
DESCRIPTION_IMPROVE_CAPITOL			"junkstring_DESCRIPTION_IMPROVE_CAPITOL"
DESCRIPTION_IMPROVE_MILL			"junkstring_DESCRIPTION_IMPROVE_MILL"
DESCRIPTION_IMPROVE_BASCILICA			"junkstring_DESCRIPTION_IMPROVE_BASCILICA"
DESCRIPTION_IMPROVE_UNIVERSITY			"junkstring_DESCRIPTION_IMPROVE_UNIVERSITY"
DESCRIPTION_IMPROVE_BANK			"junkstring_DESCRIPTION_IMPROVE_BANK"
DESCRIPTION_IMPROVE_PUBLISHING_HOUSE		"junkstring_DESCRIPTION_IMPROVE_PUBLISHING_HOUSE"
DESCRIPTION_IMPROVE_BATTLEMENTS			"junkstring_DESCRIPTION_IMPROVE_BATTLEMENTS"
DESCRIPTION_IMPROVE_BROKERAGE			"junkstring_DESCRIPTION_IMPROVE_BROKERAGE"
DESCRIPTION_IMPROVE_FOOD_SILO			"junkstring_DESCRIPTION_IMPROVE_FOOD_SILO"
DESCRIPTION_IMPROVE_FACTORY			"junkstring_DESCRIPTION_IMPROVE_FACTORY"
DESCRIPTION_IMPROVE_OIL_REFINERY		"junkstring_DESCRIPTION_IMPROVE_OIL_REFINERY"
DESCRIPTION_IMPROVE_MOVIE_PALACE		"junkstring_DESCRIPTION_IMPROVE_MOVIE_PALACE"
DESCRIPTION_IMPROVE_DRUG_STORE			"junkstring_DESCRIPTION_IMPROVE_DRUG_STORE"
DESCRIPTION_IMPROVE_TELEVISION			"junkstring_DESCRIPTION_IMPROVE_TELEVISION"
DESCRIPTION_IMPROVE_AIRPORT			"junkstring_DESCRIPTION_IMPROVE_AIRPORT"
DESCRIPTION_IMPROVE_CORRECTIONAL_FACILITY	"junkstring_DESCRIPTION_IMPROVE_CORRECTIONAL_FACILITY"
DESCRIPTION_IMPROVE_HOSPITAL			"junkstring_DESCRIPTION_IMPROVE_HOSPITAL"
DESCRIPTION_IMPROVE_FLAK_TOWERS			"junkstring_DESCRIPTION_IMPROVE_FLAK_TOWERS"
DESCRIPTION_IMPROVE_COMPUTER_CENTER		"junkstring_DESCRIPTION_IMPROVE_COMPUTER_CENTER"
DESCRIPTION_IMPROVE_PUBLIC_TRANSPORTATION	"junkstring_DESCRIPTION_IMPROVE_PUBLIC_TRANSPORTATION"
DESCRIPTION_IMPROVE_RECYCLING_PLANT		"junkstring_DESCRIPTION_IMPROVE_RECYCLING_PLANT"
DESCRIPTION_IMPROVE_NUCLEAR_PLANT		"junkstring_DESCRIPTION_IMPROVE_NUCLEAR_PLANT"
DESCRIPTION_IMPROVE_ECO_TRANSIT			"junkstring_DESCRIPTION_IMPROVE_ECO_TRANSIT"
DESCRIPTION_IMPROVE_ANTI_BALLISTIC_MISSILES	"junkstring_DESCRIPTION_IMPROVE_ANTI_BALLISTIC_MISSILES"
DESCRIPTION_IMPROVE_ARCOLOGIES			"junkstring_DESCRIPTION_IMPROVE_ARCOLOGIES"
DESCRIPTION_IMPROVE_ORBITAL_LABORATORY		"junkstring_DESCRIPTION_IMPROVE_ORBITAL_LABORATORY"
DESCRIPTION_IMPROVE_ROBOTIC_PLANT		"junkstring_DESCRIPTION_IMPROVE_ROBOTIC_PLANT"
DESCRIPTION_IMPROVE_SECURITY_MONITOR		"junkstring_DESCRIPTION_IMPROVE_SECURITY_MONITOR"
DESCRIPTION_IMPROVE_E_BANK			"junkstring_DESCRIPTION_IMPROVE_E_BANK"
DESCRIPTION_IMPROVE_VR_AMUSEMENT_PARK		"junkstring_DESCRIPTION_IMPROVE_VR_AMUSEMENT_PARK"
DESCRIPTION_IMPROVE_NANITE_FACTORY		"junkstring_DESCRIPTION_IMPROVE_NANITE_FACTORY"
DESCRIPTION_IMPROVE_FORCEFIELD			"junkstring_DESCRIPTION_IMPROVE_FORCEFIELD"
DESCRIPTION_IMPROVE_AQUA_FILTER			"junkstring_DESCRIPTION_IMPROVE_AQUA_FILTER"
DESCRIPTION_IMPROVE_INCUBATION_CENTER		"junkstring_DESCRIPTION_IMPROVE_INCUBATION_CENTER"
DESCRIPTION_IMPROVE_FUSION_PLANT		"junkstring_DESCRIPTION_IMPROVE_FUSION_PLANT"
DESCRIPTION_IMPROVE_BEHAVIORAL_MOD_CENTER	"junkstring_DESCRIPTION_IMPROVE_BEHAVIORAL_MOD_CENTER"
DESCRIPTION_IMPROVE_CORNUCOPIC_VAT		"junkstring_DESCRIPTION_IMPROVE_CORNUCOPIC_VAT"
DESCRIPTION_IMPROVE_MICRO_DEFENSE		"junkstring_DESCRIPTION_IMPROVE_MICRO_DEFENSE"
DESCRIPTION_IMPROVE_MATTER_DECOMPILER		"junkstring_DESCRIPTION_IMPROVE_MATTER_DECOMPILER"
DESCRIPTION_IMPROVE_BODY_EXCHANGE		"junkstring_DESCRIPTION_IMPROVE_BODY_EXCHANGE"
DESCRIPTION_IMPROVE_GAIA_COMPUTER       	"junkstring_DESCRIPTION_IMPROVE_GAIA_COMPUTER"
DESCRIPTION_IMPROVE_POWER_SATELLITE     	"junkstring_DESCRIPTION_IMPROVE_POWER_SATELLITE"
    
# WONDERS DESCRIPTIONS #	
DEFAULT_WONDER_DESCRIPTION                      "junkstring_DEFAULT_WONDER_DESCRIPTION  "
DESCRIPTION_WONDER_GREAT_WALL                   "junkstring_DESCRIPTION_WONDER_GREAT_WALL"
DESCRIPTION_WONDER_PYRAMIDS                     "junkstring_DESCRIPTION_WONDER_PYRAMIDS"
DESCRIPTION_WONDER_RAMAYANA                     "junkstring_DESCRIPTION_WONDER_RAMAYANA"
DESCRIPTION_WONDER_CHICHEN_ITZA                 "junkstring_DESCRIPTION_WONDER_CHICHEN_ITZA"
DESCRIPTION_WONDER_THE_FORBIDDEN_CITY           "junkstring_DESCRIPTION_WONDER_THE_FORBIDDEN_CITY"
DESCRIPTION_WONDER_THE_APPIAN_WAY               "junkstring_DESCRIPTION_WONDER_THE_APPIAN_WAY"
DESCRIPTION_WONDER_HAGIA_SOPHIA                 "junkstring_DESCRIPTION_WONDER_HAGIA_SOPHIA"
DESCRIPTION_WONDER_GUTTENBERGS_BIBLE            "junkstring_DESCRIPTION_WONDER_GUTTENBERGS_BIBLE"
DESCRIPTION_WONDER_EAST_INDIA_COMPANY           "junkstring_DESCRIPTION_WONDER_EAST_INDIA_COMPANY"
DESCRIPTION_WONDER_GALILEOS_TELESCOPE           "junkstring_DESCRIPTION_WONDER_GALILEOS_TELESCOPE"
DESCRIPTION_WONDER_LONDON_EXCHANGE              "junkstring_DESCRIPTION_WONDER_LONDON_EXCHANGE"
DESCRIPTION_WONDER_EMANCIPATION_PROCLAMATION	"junkstring_DESCRIPTION_WONDER_EMANCIPATION_PROCLAMATION"
DESCRIPTION_WONDER_ARISTOTLES_LYCEUM            "junkstring_DESCRIPTION_WONDER_ARISTOTLES_LYCEUM"
DESCRIPTION_WONDER_HOLLYWOOD                    "junkstring_DESCRIPTION_WONDER_HOLLYWOOD"
DESCRIPTION_WONDER_THE_AGENCY                   "junkstring_DESCRIPTION_WONDER_THE_AGENCY"
DESCRIPTION_WONDER_INTERNET                     "junkstring_DESCRIPTION_WONDER_INTERNET"
DESCRIPTION_WONDER_PENICILLIN                   "junkstring_DESCRIPTION_WONDER_PENICILLIN"
DESCRIPTION_WONDER_GENOME_PROJECT               "junkstring_DESCRIPTION_WONDER_GENOME_PROJECT"
DESCRIPTION_WONDER_GLOBESAT                     "junkstring_DESCRIPTION_WONDER_GLOBESAT"
DESCRIPTION_WONDER_DATA_HAVEN                   "junkstring_DESCRIPTION_WONDER_DATA_HAVEN"
DESCRIPTION_WONDER_EMPIRE_STATE_BUILDING        "junkstring_DESCRIPTION_WONDER_EMPIRE_STATE_BUILDING"
DESCRIPTION_WONDER_THE_EDEN_PROJECT             "junkstring_DESCRIPTION_WONDER_THE_EDEN_PROJECT"
DESCRIPTION_WONDER_THE_SOLARIS_PROJECT          "junkstring_DESCRIPTION_WONDER_THE_SOLARIS_PROJECT"
DESCRIPTION_WONDER_EGALITARIAN_ACT              "junkstring_DESCRIPTION_WONDER_EGALITARIAN_ACT"
DESCRIPTION_WONDER_FIELD_DYNAMICS_LABORATORY    "junkstring_DESCRIPTION_WONDER_FIELD_DYNAMICS_LABORATORY"
DESCRIPTION_WONDER_NANITE_DEFUSER               "junkstring_DESCRIPTION_WONDER_NANITE_DEFUSER"
DESCRIPTION_WONDER_GLOBAL_SURVEILLANCE_CENTER   "junkstring_DESCRIPTION_WONDER_GLOBAL_SURVEILLANCE_CENTER"
DESCRIPTION_WONDER_GLOBAL_NANO_CLEANER          "junkstring_DESCRIPTION_WONDER_GLOBAL_NANO_CLEANER"
DESCRIPTION_WONDER_NATIONAL_SHIELD              "junkstring_DESCRIPTION_WONDER_NATIONAL_SHIELD"
DESCRIPTION_WONDER_INTERNATIONAL_HUMAN_RIGHTS   "junkstring_DESCRIPTION_WONDER_INTERNATIONAL_HUMAN_RIGHTS"

##Risk##	
RISK_VILLAGES_ONLY 	"RISK_VILLAGES_ONLY "
RISK_BORING_HORDES 	"RISK_BORING_HORDES "
RISK_DECENT_HORDES 	"RISK_DECENT_HORDES "
RISK_RAGING_HORDES 	"RISK_RAGING_HORDES "


### Placeholder GL Desc Strings ###
IMPROVE_ACADEMY_PREREQ 				"This Needs to be Hooked up to the Great Library"
IMPROVE_AIRPORT_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_ANTI_BALLISTIC_MISSILES_PREREQ		"This Needs to be Hooked up to the Great Library"
IMPROVE_AQUA_FILTER_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_AQUEDUCT_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_ARCOLOGIES_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_ARENA_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_BALLISTA_TOWERS_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_BANK_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_BASCILICA_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_BATTLEMENTS_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_BAZAAR_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_BEHAVIORAL_MOD_CENTER_PREREQ		"This Needs to be Hooked up to the Great Library"
IMPROVE_BODY_EXCHANGE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_BROKERAGE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_CAPITOL_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_CITY_WALLS_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_COMPUTER_CENTER_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_CORNUCOPIC_VATS_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_CORRECTIONAL_FACILITY_PREREQ		"This Needs to be Hooked up to the Great Library"
IMPROVE_COURTHOUSE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_DRUG_STORE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_E_BANK_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_ECO_TRANSIT_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_FACTORY_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_FLAK_TOWERS_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_FOOD_SILO_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_FORCEFIELD_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_FUSION_PLANT_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_GAIA_COMPUTER_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_GRANARY_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_HOSPITAL_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_INCUBATION_CENTER_PREREQ		"This Needs to be Hooked up to the Great Library"
IMPROVE_MATTER_DECOMPILER_PREREQ		"This Needs to be Hooked up to the Great Library"
IMPROVE_MICRO_DEFENSE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_MILL_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_MOVIE_PALACE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_NANITE_FACTORY_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_NUCLEAR_PLANT_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_OIL_REFINERY_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_ORBITAL_LABORATORY_PREREQ		"This Needs to be Hooked up to the Great Library"
IMPROVE_POWER_SATELLITE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_PUBLIC_TRANSPORTATION_PREREQ		"This Needs to be Hooked up to the Great Library"
IMPROVE_PUBLISHING_HOUSE_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_RECYCLING_PLANT_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_ROBOTIC_PLANT_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_SECURITY_MONITOR_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_SHRINE_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_TELEVISION_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_THEATER_PREREQ				"This Needs to be Hooked up to the Great Library"
IMPROVE_UNIVERSITY_PREREQ			"This Needs to be Hooked up to the Great Library"
IMPROVE_VR_AMUSEMENT_PARK_PREREQ		"This Needs to be Hooked up to the Great Library"
UNIT_ABOLITIONIST_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_AIRCRAFT_CARRIER_STATISTICS		"This Needs to be Hooked up to the Great Library"
UNIT_ARCHER_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_ARTILLERY_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_BATTLESHIP_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_BOMBER_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_CANNON_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_CARGO_HELICOPTER_STATISTICS		"This Needs to be Hooked up to the Great Library"
UNIT_CARRACK_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_CATAMARAN_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_CATAPULT_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_CAVALRY_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_CLERIC_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_CORPORATE_BRANCH_STATISTICS		"This Needs to be Hooked up to the Great Library"
UNIT_CRAWLER_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_CRUISE_MISSILE_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_CYBER_NINJA_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_DESTROYER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_DIPLOMAT_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_DREADNAUGHT_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_ECO_RANGER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_ECO_TERRORIST_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_EMPATHIC_DIPLOMAT_STATISTICS		"This Needs to be Hooked up to the Great Library"
UNIT_FASCIST_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_FIGHTER_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_FIRE_TRIREME_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_FRIGATE_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_FUSION_TANK_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_HOPLITE_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_HOVER_INFANTRY_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_INFANTRYMAN_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_INFECTOR_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_INTERCEPTOR_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_IRONCLAD_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_KNIGHT_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_KRAKEN_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_LAWYER_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_LEVIATHON_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_LONGSHIP_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_MACHINE_GUNNER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_MARINE_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_MOBILE_SAM_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_MOREY_STRIKER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_MOUNTED_ARCHER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_NUCLEAR_SUBMARINE_STATISTICS		"This Needs to be Hooked up to the Great Library"
UNIT_NUKE_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_PARATROOPER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_PIKEMEN_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_PLASMA_DESTROYER_STATISTICS		"This Needs to be Hooked up to the Great Library"
UNIT_SCOUT_SUB_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_SEA_ENGINEER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_SETTLER_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_SHIP_OF_THE_LINE_STATISTICS		"This Needs to be Hooked up to the Great Library"
UNIT_SLAVER_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_SPACE_PLANE_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_SPY_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_SPY_PLANE_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_STEALTH_BOMBER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_STEALTH_FIGHTER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_SUBMARINE_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_SUBNEURAL_AD_STATISTICS			"This Needs to be Hooked up to the Great Library"
