## MORE DIPLOMACY STUFF ##
DIP_DEMAND_ADVANCE_NONE "Nejsou zde pozadovány zádné Tech. pokroky."
MADLIB_DIP_RES_TREATY_ALLIANCE  "smlouva v podobe trvalé aliance"

MADLIB_DIP_RES_EXCHANGE_ADVANCE "výmena [player.1.civ_name_singular] vedomostí [advance.1.name] za [player.2.civ_name_singular] vedomost [advance.2.name]"
MADLIB_DIP_RES_EXCHANGE_MAPS    "výmena [player.1.civ_name_singular] map za nase [player.2.civ_name_singular] mapy"

DIP_ACCEPT_DEMAND_GOLD          "[madlib.dip_res_head] príjmá tvoje zlato [madlib.emote_demand_a] [madlib.dip_res_demand_gold][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_MAPS          "[madlib.dip_res_head] príjmá tvé mapy [madlib.emote_demand_a] [madlib.dip_res_demand_maps][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_ADVANCE       "[madlib.dip_res_head] príjmá tvou [madlib.emote_demand_a] [madlib.dip_res_demand_advance][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_PIRACY        "[madlib.dip_res_head] príjmá tvé [madlib.emote_demand_a] [madlib.dip_res_demand_piracy][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_STOPTRADE     "[madlib.dip_res_head] príjmá tvou [madlib.emote_demand_a] [madlib.dip_res_demand_stoptrade][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_POLLUTION     "[madlib.dip_res_head] príjmá tvou [madlib.emote_demand_a] [madlib.dip_res_demand_pollution][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_LEAVE         "[madlib.dip_res_head] príjmá tvou [madlib.emote_demand_a] [madlib.dip_res_demand_leave][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_ATTACK        "[madlib.dip_res_head] príjmá tvé [madlib.emote_demand_a] [madlib.dip_res_demand_attack][madlib.restail_accept.attitude]"

DIP_ACCEPT_OFFER_GOLD           "[madlib.dip_res_head] príjmá tvou [madlib.emote_offer_a] [madlib.dip_res_offer_gold][madlib.restail_accept.attitude]"
DIP_ACCEPT_OFFER_MAPS           "[madlib.dip_res_head] príjmá tvé [madlib.emote_offer_a] [madlib.dip_res_offer_maps][madlib.restail_accept.attitude]"
DIP_ACCEPT_OFFER_ADVANCE        "[madlib.dip_res_head] príjmá tvou [madlib.emote_offer_a] [madlib.dip_res_offer_advance][madlib.restail_accept.attitude]"

DIP_ACCEPT_TREATY_CEASE         "[madlib.dip_res_head] príjmá tvou [madlib.emote_treaty_a] [madlib.dip_res_treaty_cease][madlib.restail_accept.attitude]"
DIP_ACCEPT_TREATY_ECO           "[madlib.dip_res_head] príjmá tvou [madlib.emote_treaty_a] [madlib.dip_res_treaty_eco][madlib.restail_accept.attitude]"
DIP_ACCEPT_TREATY_ALLIANCE      "[madlib.dip_res_head] príjmá tvou [madlib.emote_treaty_a] [madlib.dip_res_treaty_alliance][madlib.restail_accept.attitude]"

DIP_ACCEPT_EXCHANGE_ADVANCE     "[madlib.dip_res_head] príjmá tvou [madlib.emote_exchange_a] [madlib.dip_res_exchange_advance][madlib.restail_accept.attitude]"
DIP_ACCEPT_EXCHANGE_MAPS        "[madlib.dip_res_head] príjmá tvok [madlib.emote_exchange_a] [madlib.dip_res_exchange_maps][madlib.restail_accept.attitude]"

DIP_REJECT_DEMAND_GOLD          "[madlib.dip_res_head]odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_gold][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_MAPS          "[madlib.dip_res_head] odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_maps][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_ADVANCE       "[madlib.dip_res_head] odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_advance][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_PIRACY        "[madlib.dip_res_head] odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_piracy][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_STOPTRADE     "[madlib.dip_res_head] odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_stoptrade][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_POLLUTION     "[madlib.dip_res_head] odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_pollution][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_LEAVE         "[madlib.dip_res_head] odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_leave][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_ATTACK        "[madlib.dip_res_head] odmítá tvou [madlib.emote_demand_r] [madlib.dip_res_demand_attack][madlib.restail_reject.attitude]"

DIP_REJECT_OFFER_GOLD           "[madlib.dip_res_head] odmítá tvou [madlib.emote_offer_r] [madlib.dip_res_offer_gold][madlib.restail_reject.attitude]"
DIP_REJECT_OFFER_MAPS           "[madlib.dip_res_head] odmítá tvou [madlib.emote_offer_r] [madlib.dip_res_offer_maps][madlib.restail_reject.attitude]"
DIP_REJECT_OFFER_ADVANCE        "[madlib.dip_res_head] odmítá tvou [madlib.emote_offer_r] [madlib.dip_res_offer_advance][madlib.restail_reject.attitude]"

DIP_REJECT_TREATY_CEASE         "[madlib.dip_res_head] odmítá tvou [madlib.emote_treaty_r] [madlib.dip_res_treaty_cease][madlib.restail_reject.attitude]"
DIP_REJECT_TREATY_ECO           "[madlib.dip_res_head] odmítá tvou [madlib.emote_treaty_r] [madlib.dip_res_treaty_eco][madlib.restail_reject.attitude]"
DIP_REJECT_TREATY_ALLIANCE      "[madlib.dip_res_head] odmítá tvou [madlib.emote_treaty_r] [madlib.dip_res_treaty_alliance][madlib.restail_reject.attitude]"

DIP_REJECT_EXCHANGE_ADVANCE     "[madlib.dip_res_head] odmítá tvou [madlib.emote_exchange_r] [madlib.dip_res_exchange_advance][madlib.restail_reject.attitude]"
DIP_REJECT_EXCHANGE_MAPS        "[madlib.dip_res_head] odmítá tvou [madlib.emote_exchange_r] [madlib.dip_res_exchange_maps][madlib.restail_reject.attitude]"


MADLIB_ADDRESS_HEAD_N  "Rozumný"
MADLIB_ADDRESS_HEAD_N  "Cestný"
MADLIB_ADDRESS_HEAD_N  "Pokorný"
MADLIB_ADDRESS_HEAD_N  "Respektovaný"
MADLIB_ADDRESS_HEAD_N  "Sousední"
MADLIB_ADDRESS_HEAD_N  "Srdecný"
MADLIB_ADDRESS_HEAD_SF "Obdivuhodný"
MADLIB_ADDRESS_HEAD_SF "Oddaný"
MADLIB_ADDRESS_HEAD_SF "Spolehlivý"
MADLIB_ADDRESS_HEAD_SF "Zasvecený"
MADLIB_ADDRESS_HEAD_SF "Verný"
MADLIB_ADDRESS_HEAD_SF "Oddaný"
MADLIB_ADDRESS_HEAD_SH "Odpudivý"
MADLIB_ADDRESS_HEAD_SH "Zakzený"
MADLIB_ADDRESS_HEAD_SH "Opovrzeníhodný"
MADLIB_ADDRESS_HEAD_SH "Ohavný"
MADLIB_ADDRESS_HEAD_SH "Dábelský"
MADLIB_ADDRESS_HEAD_SH "Vrazedný"
MADLIB_ADDRESS_HEAD_SH "Vyzáblý"
MADLIB_ADDRESS_HEAD_WF "Milostivý"
MADLIB_ADDRESS_HEAD_WF "Velkolepý"
MADLIB_ADDRESS_HEAD_WF "Mocný"
MADLIB_ADDRESS_HEAD_WF "Moudrý"
MADLIB_ADDRESS_HEAD_WF "Dustojný"
MADLIB_ADDRESS_HEAD_WH "Opovrženíhodný"
MADLIB_ADDRESS_HEAD_WH "Hloupý"
MADLIB_ADDRESS_HEAD_WH "Fádní"
MADLIB_ADDRESS_HEAD_WH "Posetilý"
MADLIB_ADDRESS_HEAD_WH "Naivní"

MADLIB_DEMAND_TAIL_N  "takze se z nás muzou stát lepsí prátelé."
MADLIB_DEMAND_TAIL_N  " k vylepsením nasich vztahù a podpore lidí nasich velkých národù."
MADLIB_DEMAND_TAIL_N  " k pojistení bezpecnosti a prospechu obou nasich národu."
MADLIB_DEMAND_TAIL_N  "jako gesto tvé dobré vule."
MADLIB_DEMAND_TAIL_SF "jako cin tvé vernosti."
MADLIB_DEMAND_TAIL_SF " k trvání nasich prátelských vztahu."
MADLIB_DEMAND_TAIL_SF "a my jsme povinni mít vás  v nasí prízni."
MADLIB_DEMAND_TAIL_SF " a my jednoho dne muzeme pomoct vám v zlých casech."
MADLIB_DEMAND_TAIL_SF "a my si budeme navzdy pamatovat vasí podporu."
MADLIB_DEMAND_TAIL_SH " nebo vás znicím."
MADLIB_DEMAND_TAIL_SH " nebo vás odpor bude navzdy zapamatován."
MADLIB_DEMAND_TAIL_SH " nebu pocítíte nás hnev!"
MADLIB_DEMAND_TAIL_SH " nebo tvár nasich mocných armád!"
MADLIB_DEMAND_TAIL_SH " a my jsme povinni prominout tvuj raný prestupek."
MADLIB_DEMAND_TAIL_SH " takze muzeme odpustit tvé uplynulé násilí."
MADLIB_DEMAND_TAIL_WF "k ukázání tvého porozumení k nasí oddanosti."
MADLIB_DEMAND_TAIL_WF " a my vám budeme navzdy vdeci."
MADLIB_DEMAND_TAIL_WF " jako projev dobré vule."
MADLIB_DEMAND_TAIL_WF " a my budeme slavit tvého slechetného ducha."
MADLIB_DEMAND_TAIL_WF " a dává najevo dobrotu tvého lidu."
MADLIB_DEMAND_TAIL_WH " k dátí najevo tvého milosrdenství v tvém období velikosti."
MADLIB_DEMAND_TAIL_WH "a my jsme povinni být navzdy vasimi dluzníky."
MADLIB_DEMAND_TAIL_WH " nebo jsme nuceni se otocit k tvým neprátelum pro pomoc."
MADLIB_DEMAND_TAIL_WH "jako dukaz lepsích vztahu mohou spocívat pred námi."

MADLIB_EXCHANGE_TAIL_N  "k otevrení nových dialogu."
MADLIB_EXCHANGE_TAIL_N  " k vylepsení nasich vztahu."
MADLIB_EXCHANGE_TAIL_N  " k pomoci obou nasich národu."
MADLIB_EXCHANGE_TAIL_N  "pokud si prejes vzájemne prospesné vztahy."
MADLIB_EXCHANGE_TAIL_SF " jako pokracování nasich prátelských vztahu."
MADLIB_EXCHANGE_TAIL_SF " takze my nemuzem pochybovat o vasem prátelství."
MADLIB_EXCHANGE_TAIL_SF "takze my muzem pokracovat v uvazovaní mít-li vás jako prátele."
MADLIB_EXCHANGE_TAIL_SF "takze oba nase národy mohou vzkvétat."
MADLIB_EXCHANGE_TAIL_SH ",kterou jste povinni príjmout bez váhání."
MADLIB_EXCHANGE_TAIL_SH ", a pokud odmítnete, proste si vezmem co chceme."
MADLIB_EXCHANGE_TAIL_SH ",buï si vedom, ze tvé odmítání bude urázka naseho hrdého národa."
MADLIB_EXCHANGE_TAIL_WF ",k ukázce uznání nasí oddanosti."
MADLIB_EXCHANGE_TAIL_WF ", a my budeme navzdy vdecni."
MADLIB_EXCHANGE_TAIL_WF " jako znamení dobré vule."
MADLIB_EXCHANGE_TAIL_WF " protoze my te vidíme jako bratra."
MADLIB_EXCHANGE_TAIL_WH " jako gesto odpustení."
MADLIB_EXCHANGE_TAIL_WH " k povzbuzení mírového resení nasich neprátelství."
MADLIB_EXCHANGE_TAIL_WH " jako gesto smerem zalození míromilovného vztahu."
MADLIB_EXCHANGE_TAIL_WH "jako konec neprátelských vztahu."

MADLIB_OFFER_TAIL_N  "k upevnení naseho prátelství."
MADLIB_OFFER_TAIL_N  " k vylepsení nasich vztahu."
MADLIB_OFFER_TAIL_N  "k prospechu obou nasich národu."
MADLIB_OFFER_TAIL_N  " k vytvorení pota mezi nasím lidem."
MADLIB_OFFER_TAIL_SF " jako odmena tvé oddanosti."
MADLIB_OFFER_TAIL_SF " takze nasi neprátelé mohou pred námi padat na kolenou."
MADLIB_OFFER_TAIL_SF " pro rozkvet nasich národu."
MADLIB_OFFER_TAIL_SF " k pomoci ve tvých horsích casech."
MADLIB_OFFER_TAIL_SF " k domene oddaných prátelu."
MADLIB_OFFER_TAIL_SH " k podpore tvého patetického národa."
MADLIB_OFFER_TAIL_SH " protoze vás litujeme."
MADLIB_OFFER_TAIL_SH " abychom vám ukázali, ze nemáme sklony být oskliví."
MADLIB_OFFER_TAIL_SH "takze si tyto dejiny musíme pamatovat our generosity toward the weak."
MADLIB_OFFER_TAIL_SH " protoze tvuj bídný národ poskvrnuje tvár sveta."
MADLIB_OFFER_TAIL_WF "jako ukázka nasí doddanosti."
MADLIB_OFFER_TAIL_WF " jako ukázka dobré vule."
MADLIB_OFFER_TAIL_WF "ke silnejsímu spoutání nasich národu dohromady."
MADLIB_OFFER_TAIL_WF " takze muzeme bojovat proti nasim neprátelum spolu."
MADLIB_OFFER_TAIL_WF " jako znamení naseho vlekého respektu."
MADLIB_OFFER_TAIL_WH " jako gesto odpustení."
MADLIB_OFFER_TAIL_WH "takze se muzeme oba tesit míru v techto nepokojných dobách."
MADLIB_OFFER_TAIL_WH " k zajistení míru mezi nasimi národy."
#MADLIB_OFFER_TAIL_WH " nebo tváre nasich mocných armád."

MADLIB_TREATY_TAIL_N  " ke zepvnení naseho prátelství."
MADLIB_TREATY_TAIL_N  " k vylepsení nasich vztahu."
MADLIB_TREATY_TAIL_N  " k prospechu obou nasich národu."
MADLIB_TREATY_TAIL_N  " takze se muzeme oba tesit míru v techto nepokojných dobách."
MADLIB_TREATY_TAIL_SF " jako pakt oddanosti."
MADLIB_TREATY_TAIL_SF " k prodlouzení nasich prátelských vztahu."
MADLIB_TREATY_TAIL_SF " takze se muzeme oba tesit míru v techto nepokojných dobách."
MADLIB_TREATY_TAIL_SF " takze oba nasenárody mohou vzkvétat."
MADLIB_TREATY_TAIL_SF " ku prospechu celého lidstva."
MADLIB_TREATY_TAIL_SH "takze se muzeme oba tesit míru v techto nepokojných dobách."
MADLIB_TREATY_TAIL_SH ",a my prehlédneme tvé ranné prestupky."
MADLIB_TREATY_TAIL_SH " k prospechu obou nasich národu."
MADLIB_TREATY_TAIL_SH " takze muzeme minulost hodit za sebe a krácet dál jako prátelé."
MADLIB_TREATY_TAIL_WF " k upevnení naseho vzrustajícího prátelství mezi nasím lidem ."
MADLIB_TREATY_TAIL_WF " takze se muzeme oba tesit míru v techto nepokojných dobách."
MADLIB_TREATY_TAIL_WF " takze nase národy se mohou dívat kupredu do harmonické budoucnosti."
MADLIB_TREATY_TAIL_WF " k zajistení lepsí budoucnosti naseho lidu."
MADLIB_TREATY_TAIL_WH " jako gesto odpustení."
MADLIB_TREATY_TAIL_WH " takze se oba muzeme tesit míru i v techto zlých casech."
MADLIB_TREATY_TAIL_WH " takze muzeme skoncit s krvavými slzy mezi nasimi národy."
MADLIB_TREATY_TAIL_WH " k pojistení míru mezi nasimi národy."


MADLIB_RESTAIL_ACCEPT_SF " protoze my doufáme v prosperitu vaseho národa."
MADLIB_RESTAIL_ACCEPT_SF " protoze my doufáme v upevnení naseho prátelství."
MADLIB_RESTAIL_ACCEPT_SF " takze nase budoucnost se bude rovnat jasu."
MADLIB_RESTAIL_ACCEPT_SF " k vylepsení nasich vztahu jako národy a jako prátelé."
MADLIB_RESTAIL_ACCEPT_SF " takze  vasemu i nasemu lidu se bude darit."
MADLIB_RESTAIL_ACCEPT_WF " v nadejích, ze muzeme pracovat více stísnene dohromady."
MADLIB_RESTAIL_ACCEPT_WF " takze muzeme vylepsit nase postavení s tebou."
MADLIB_RESTAIL_ACCEPT_WF "jako jistota návratu nasí pomoci v budoucnosti."
MADLIB_RESTAIL_ACCEPT_WF " k vylepsení nasich vztahu jako národy a jako prátelé."
MADLIB_RESTAIL_ACCEPT_WF " jako doklad nasí trvajícím cítením s vámi."
MADLIB_RESTAIL_ACCEPT_N  " takze mír mezi náma jsite pretrvá."
MADLIB_RESTAIL_ACCEPT_N  " takze doufáme, ze se staneme blizssími spojenci."
#MADLIB_RESTAIL_ACCEPT_N  " jen abychom predesli ztrátám lidských zivotu."
MADLIB_RESTAIL_ACCEPT_N  " protoze se podílíme ve spolecné prícine."
MADLIB_RESTAIL_ACCEPT_N  " jako prospech obou nasich národu."
MADLIB_RESTAIL_ACCEPT_N  ", ale zustaneme ostarzití vuci mozné zrade."
MADLIB_RESTAIL_ACCEPT_WH " na tento cas, ale nemyslete si, ze necháme povolit nasí obranu."
MADLIB_RESTAIL_ACCEPT_WH " jen proto, ze to má  bezprostrední význam pro nase strategické cíle."
MADLIB_RESTAIL_ACCEPT_WH ", ale budeme se presto vuci vám chránit."
MADLIB_RESTAIL_ACCEPT_WH ", ale nemyslete si, ze to je konec nasich nesouhlasu."
MADLIB_RESTAIL_ACCEPT_WH " od té doby  co jsme souhlasili, diplomacie muze vysvetlit nekteré z nasich neshodu jednoduseji nez válka."
MADLIB_RESTAIL_ACCEPT_WH ", ale tvuj národ bude hrozne trpet pokud sestoupí z této cesty míru."
MADLIB_RESTAIL_ACCEPT_SH " na tento cas, ale nemyslete si, ze necháme povolit nasí obranu."
MADLIB_RESTAIL_ACCEPT_SH " jen proto, ze to má  bezprostrední význam pro nase strategické cíle."
MADLIB_RESTAIL_ACCEPT_SH ", ackoliv príste uz nemuzeme být vuci tobe tak vlídní."
MADLIB_RESTAIL_ACCEPT_SH ", ackoliv nasí vojáci jsou zarmouceni ze zítra neprolejí tvou krev."
MADLIB_RESTAIL_ACCEPT_SH ", ale slibujeme, ze my zustáváme pripraveni proti vasí prípadné zrade."
MADLIB_RESTAIL_ACCEPT_SH ", ackoliv vás upozornuji, ze nase armády jsou pripraveny nás obránit."

MADLIB_RESTAIL_REJECT_SF ", ale snad bychom mohli  uvázit  vasí prosbu nekdy v budoucnu."
MADLIB_RESTAIL_REJECT_SF ", ackloiv si ceníme naseho prátelství."
MADLIB_RESTAIL_REJECT_SF ", ackoliv v budoucnu doufáme ve vasí pomoc."
MADLIB_RESTAIL_REJECT_SF ", ale rádi bychom videli jak nase prátelství pokracuje."
MADLIB_RESTAIL_REJECT_SF ", ackoliv doufáme, ze nase vztahy z toho nebudou vyplývat nvlídne."
