#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Tooltip and status bar strings (French)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contains all the localized strings for tooltips and the status bar.
#   It contains nothing else.
# - The order of the strings has been synchronized in the English, French, 
#   German, Italian and Spanish version. This has not been done for the 
#   Japanese version, since that file is missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last line of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Added new tooltips for national management dialog. (L. Hirth Added 6/2004)
# - Added new statusbartip for new optimize specialist button, in the 
#   city manager. - April 7th 2005 Martin Gühmann
# - Moved Diplomacy Embargo Button strings from add_str.txt (Aug 14th 2005 Martin Gühmann)
# - Added strings for political map - 6-Jul-2009 EPW
# -Added strings for capitol button -5-Jan-10 EPW
# -Added strings for relationship button -7-Jan-10 EPW
#----------------------------------------------------------------------------

# Control Panel
STATUSBAR_UNIT_ARMYSTATS_DIPLAY				"Statistiques de l'armée."
TOOLTIP_UNIT_ARMYSTATS_DIPLAY				"Stats armée"
STATUSBAR_UNIT_UNITINFO_BUTTON				"Cliquez ici pour afficher le gestionnaire d'unités."
TOOLTIP_UNIT_UNITINFO_BUTTON				"Aller au gest. d'unités"
STATUSBAR_UNIT_ARMYINFO_BUTTON				"Cliquez ici pour afficher le gestionnaire d'armées."
TOOLTIP_UNIT_ARMYINFO_BUTTON				"Aller au gest. d'armées"

# Tile Improvements Tab
STATUSBAR_TILEIMP_MAINTAB				"Cliquez ici pour afficher les aménagements de case."
TOOLTIP_TILEIMP_MAINTAB					"Aménagements de case"
STATUSBAR_TILEIMP_TOTAL_PW_DISPLAY			"Pourcentage de la production allouée aux travaux publics."
TOOLTIP_TILEIMP_TOTAL_PW_DISPLAY			"Total travaux publics"
STATUSBAR_TILEIMP_PW_RATE_DISPLAY			"Imposition actuelle pour travaux publics."
TOOLTIP_TILEIMP_PW_RATE_DISPLAY				"Impôt des travaux publics"
STATUSBAR_TILEIMP_LANDIMP_BUTTON			"Cliquez ici pour afficher les aménagements de cases terrestres."
TOOLTIP_TILEIMP_LANDIMP_BUTTON				"Aménagements cases terrestres"
STATUSBAR_TILEIMP_OCEANIMP_BUTTON			"Cliquez ici pour afficher les aménagements de cases maritimes."
TOOLTIP_TILEIMP_OCEANIMP_BUTTON				"Aménagements cases maritimes"
STATUSBAR_TILEIMP_SPECIALIMP_BUTTON			"Cliquez ici pour afficher les aménagements de cases spéciales."
TOOLTIP_TILEIMP_SPECIALIMP_BUTTON			"Aménagements cases spéciales"
STATUSBAR_TILEIMP_TILEIMPMENU_SIDETAB			"Cliquez ici pour afficher le menu des aménagements de cases."
TOOLTIP_TILEIMP_TILEIMPMENU_SIDETAB			"Menu aménagements de cases"
STATUSBAR_TILEIMP_TERRAFORMMENU_SIDETAB			"Cliquez ici pour afficher le menu de terraformation."
TOOLTIP_TILEIMP_TERRAFORMMENU_SIDETAB			"Menu terraformation"
STATUSBAR_TILEIMP_SELECT_FARM1_BUTTON			"Les fermes doivent être placées sur des cases de prairies et de plaines."
TOOLTIP_TILEIMP_SELECT_FARM1_BUTTON			"Ferme"
STATUSBAR_TILEIMP_SELECT_FARM2_BUTTON			"Les fermes avancées doivent être placées sur des cases de prairies et de plaines."
TOOLTIP_TILEIMP_SELECT_FARM2_BUTTON			"Ferme avancée"
STATUSBAR_TILEIMP_SELECT_FARM3_BUTTON			"Les fermes hydroponiques doivent être placés sur des cases de prairie et de plaines."
TOOLTIP_TILEIMP_SELECT_FARM3_BUTTON			"Fermes hydroponique"
STATUSBAR_TILEIMP_SELECT_MINE1_BUTTON			"Les mines doivent être placées sur les montagnes, les collines ou dans les déserts."
TOOLTIP_TILEIMP_SELECT_MINE1_BUTTON			"Mine"
STATUSBAR_TILEIMP_SELECT_MINE2_BUTTON			"Les mines avancées doivent être placées sur des cases terrestres."
TOOLTIP_TILEIMP_SELECT_MINE2_BUTTON			"Mine avancée"
STATUSBAR_TILEIMP_SELECT_MINE3_BUTTON			"Les méga mines doivent être placées sur des cases terrestres."
TOOLTIP_TILEIMP_SELECT_MINE3_BUTTON			"Méga mine"
STATUSBAR_TILEIMP_SELECT_ROAD1_BUTTON			"Les routes peuvent être placées sur n'importe quelle case terrestre."
TOOLTIP_TILEIMP_SELECT_ROAD1_BUTTON			"Route"
STATUSBAR_TILEIMP_SELECT_ROAD2_BUTTON			"Les chemins de fer peuvent être placés sur n'importe quelle case terrestre."
TOOLTIP_TILEIMP_SELECT_ROAD2_BUTTON			"Chemin de fer"
STATUSBAR_TILEIMP_SELECT_ROAD3_BUTTON			"Les trains express magnétiques peuvent être placés sur n'importe quelle case terrestre."
TOOLTIP_TILEIMP_SELECT_ROAD3_BUTTON			"Train express magnét."
STATUSBAR_TILEIMP_SELECT_ATM1_BUTTON			"Les postes de commerce peuvent être placés sur des cases terrestres."
TOOLTIP_TILEIMP_SELECT_ATM1_BUTTON			"Poste de commerce"
STATUSBAR_TILEIMP_SELECT_ATM2_BUTTON			"Les centres commerciaux peuvent être placés sur des cases terrestres."
TOOLTIP_TILEIMP_SELECT_ATM2_BUTTON			"Centre commercial"
STATUSBAR_TILEIMP_SELECT_ATM3_BUTTON			"Les réserves naturelles peuvent être placées sur des cases terrestres."
TOOLTIP_TILEIMP_SELECT_ATM3_BUTTON			"Réserve naturelle"
STATUSBAR_TILEIMP_SELECT_NET1_BUTTON			"Les filets peuvent être placés sur n'importe quelle case maritime près d'une ville."
TOOLTIP_TILEIMP_SELECT_NET1_BUTTON			"Filet"
STATUSBAR_TILEIMP_SELECT_NET2_BUTTON			"Les pêcheries peuvent être placées sur n'importe quelle case maritime près d'une ville."
TOOLTIP_TILEIMP_SELECT_NET2_BUTTON			"Pêcherie"
STATUSBAR_TILEIMP_SELECT_NET3_BUTTON			"Les pêcheries automatisées peuvent être placées sur n'importe quelle case maritime près d'une ville."
TOOLTIP_TILEIMP_SELECT_NET3_BUTTON			"Pêcherie auto."
STATUSBAR_TILEIMP_SELECT_RIG1_BUTTON			"Les mines sous-marines doivent être placées au fond des océans ou d'un canyon sous-marin."
TOOLTIP_TILEIMP_SELECT_RIG1_BUTTON			"Mine sous-marine"
STATUSBAR_TILEIMP_SELECT_RIG2_BUTTON			"Les mines sous-marines avancées doivent être placées au fond des océans ou d'un canyon sous-marin."
TOOLTIP_TILEIMP_SELECT_RIG2_BUTTON			"Mine sous-marine avancée"
STATUSBAR_TILEIMP_SELECT_RIG3_BUTTON			"Les méga mines sous-marines doivent être placées au fond des océans ou d'un canyon sous-marin."
TOOLTIP_TILEIMP_SELECT_RIG3_BUTTON			"Méga mine sous-marine"
STATUSBAR_TILEIMP_SELECT_TUNNEL_BUTTON			"Les tunnels sous-marins doivent être placés au fond des océans."
TOOLTIP_TILEIMP_SELECT_TUNNEL_BUTTON			"Tunnel sous-marin"
STATUSBAR_TILEIMP_SELECT_PIER1_BUTTON			"Les ports doivent être placés sur une case maritime près du rivage."
TOOLTIP_TILEIMP_SELECT_PIER1_BUTTON			"Port"
STATUSBAR_TILEIMP_SELECT_PIER2_BUTTON			"Les plateformes de forage doivent être placés sur une case maritime près du rivage. "
TOOLTIP_TILEIMP_SELECT_PIER2_BUTTON			"Plateforme de forage"
STATUSBAR_TILEIMP_SELECT_PIER3_BUTTON			"Les Quais 3 doivent être placés sur une case maritime près du rivage."
TOOLTIP_TILEIMP_SELECT_PIER3_BUTTON			"Quai 3 - A dét."
STATUSBAR_TILEIMP_SELECT_LISTENPOST_BUTTON		"Les postes d'écoute doivent être placés sur des cases terrestres près de vos frontières."
TOOLTIP_TILEIMP_SELECT_LISTENPOST_BUTTON		"Poste d'écoute"
STATUSBAR_TILEIMP_SELECT_RADARTOWER_BUTTON		"Les stations radar doivent être placées sur des cases terrestres près de vos frontières."
TOOLTIP_TILEIMP_SELECT_RADARTOWER_BUTTON		"Station radar"
STATUSBAR_TILEIMP_SELECT_FORT_BUTTON			"Les fortifications peuvent être placées sur n'importe quelle case terrestre."
TOOLTIP_TILEIMP_SELECT_FORT_BUTTON			"Fortification"
STATUSBAR_TILEIMP_SELECT_AIRBASE_BUTTON			"Les bases aériennes peuvent être placées sur n'importe quelle case terrestre."
TOOLTIP_TILEIMP_SELECT_AIRBASE_BUTTON			"Base aérienne"
STATUSBAR_TILEIMP_SELECT_SONAR_BUOYS_BUTTON		"Les bouées sonar peuvent être placées sur n'importe quelle case maritime."
TOOLTIP_TILEIMP_SELECT_SONAR_BUOYS_BUTTON		"Bouée sonar"
STATUSBAR_TILEIMP_SELECT_OBELISK_BUTTON			"Les obélisques	peuvent	être placés sur	n'importe quelle case terrestre."
TOOLTIP_TILEIMP_SELECT_OBELISK_BUTTON			"Obélisque"
STATUSBAR_TILEIMP_LANDTERRA_BUTTON			"Cliquez ici pour afficher les options de terraformation des cases terrestres."
TOOLTIP_TILEIMP_LANDTERRA_BUTTON			"Terraformer terre"
STATUSBAR_TILEIMP_OCEANTERRA_BUTTON			"Cliquez ici pour afficher les options de terraformation des cases maritimes."
TOOLTIP_TILEIMP_OCEANTERRA_BUTTON			"Terraformer océan"
STATUSBAR_TILEIMP_SPECIALTERRA_BUTTON			"Il n'existe pas d'option de terraformation pour les cases spéciales."
TOOLTIP_TILEIMP_SPECIALTERRA_BUTTON			"Non disponible"
STATUSBAR_TILEIMP_SELECT_BROWN_HILL_BUTTON		"Terraformez n'importe quelle case terrestre en	dunes de sable."
TOOLTIP_TILEIMP_SELECT_BROWN_HILL_BUTTON		"Dune de sable"
STATUSBAR_TILEIMP_SELECT_BROWN_MOUNTAIN_BUTTON		"Terraformez n'importe case terrestre en montagnes désertiques."
TOOLTIP_TILEIMP_SELECT_BROWN_MOUNTAIN_BUTTON		"Montagne désertique"
STATUSBAR_TILEIMP_SELECT_DESERT_BUTTON			"Terraformez n'importe quelle case terrestre en	désert."
TOOLTIP_TILEIMP_SELECT_DESERT_BUTTON			"Désert"
STATUSBAR_TILEIMP_SELECT_DECIDUOUS_BUTTON		"Terraformez n'importe quelle case terrestre en forêt."
TOOLTIP_TILEIMP_SELECT_DECIDUOUS_BUTTON			"Forêt"
STATUSBAR_TILEIMP_SELECT_GRASSLND_BUTTON		"Terraformez n'importe quelle case terrestre en prairies."
TOOLTIP_TILEIMP_SELECT_GRASSLND_BUTTON			"Prairies" 
STATUSBAR_TILEIMP_SELECT_HILL_BUTTON			"Terraformez n'importe quelle case terrestre en	collines."
TOOLTIP_TILEIMP_SELECT_HILL_BUTTON			"Collines"
STATUSBAR_TILEIMP_SELECT_JUNGLE_BUTTON			"Terraformez n'importe quelle case terrestre en	jungle."
TOOLTIP_TILEIMP_SELECT_JUNGLE_BUTTON			"Jungle"
STATUSBAR_TILEIMP_SELECT_MOUNTAIN_BUTTON		"Terraformez n'importe quelle case terrestre en montagnes."
TOOLTIP_TILEIMP_SELECT_MOUNTAIN_BUTTON			"Montagnes"
STATUSBAR_TILEIMP_SELECT_PLAINS_BUTTON			"Terraformez n'importe quelle case terrestre en	plaines."
TOOLTIP_TILEIMP_SELECT_PLAINS_BUTTON			"Plaines"
STATUSBAR_TILEIMP_SELECT_SWAMP_BUTTON			"Terraformez n'importe quelle case terrestre en	marécages."
TOOLTIP_TILEIMP_SELECT_SWAMP_BUTTON			"Marécages"
STATUSBAR_TILEIMP_SELECT_WHITE_HILL_BUTTON		"Terraformez n'importe quelle case terrestre en	collines polaires."
TOOLTIP_TILEIMP_SELECT_WHITE_HILL_BUTTON		"Colline polaire"
STATUSBAR_TILEIMP_SELECT_WHITE_MOUNTAIN_BUTTON		"Terraformez n'importe quelle case terrestre en	montagnes polaires."
TOOLTIP_TILEIMP_SELECT_WHITE_MOUNTAIN_BUTTON		"Montagne polaire"
STATUSBAR_TILEIMP_SELECT_TUNDRA_BUTTON			"Terraformez n'importe quelle case terrestre en	toundra."
TOOLTIP_TILEIMP_SELECT_TUNDRA_BUTTON			"Toundra"
STATUSBAR_TILEIMP_SELECT_GLACIER_BUTTON			"Terraformez n'importe quelle case terrestre en	glacier."
TOOLTIP_TILEIMP_SELECT_GLACIER_BUTTON			"Glacier"
STATUSBAR_TILEIMP_SELECT_SHALWTR_BUTTON			"Terraformez n'importe quelle case maritime en eaux peu profondes."
TOOLTIP_TILEIMP_SELECT_SHALWTR_BUTTON			"Eaux peu prodondes"
STATUSBAR_TILEIMP_UNKWNWTR_BUTTON			"Terraformez n'importe quelle case maritime en zone marine indéfinie."
TOOLTIP_TILEIMP_UNKWNWTR_BUTTON				"Zone marine indéfinie"
STATUSBAR_TILEIMP_PELAGIC_BUTTON			"Terraformez n'importe quelle case maritime en zone pélagique."
TOOLTIP_TILEIMP_PELAGIC_BUTTON				"Zone pélagique"
STATUSBAR_TILEIMP_BENTHIC_BUTTON			"Terraformez n'importe quelle case maritime en zone benthique (profonde)."
TOOLTIP_TILEIMP_BENTHIC_BUTTON				"Zone benthique"
STATUSBAR_TILEIMP_CONTSHELF_BUTTON			"Terraformez n'importe quelle case maritime en plateau sous-marin."
TOOLTIP_TILEIMP_CONTSHELF_BUTTON			"Plateau sous-marin"
STATUSBAR_TILEIMP_SUBCANYON_BUTTON			"Terraformez n'importe quelle case maritime en canyon sous-marin."
TOOLTIP_TILEIMP_SUBCANYON_BUTTON			"Canyon sous-marin"
STATUSBAR_TILEIMP_MTNRIDGE_BUTTON			"Terraformez n'importe quelle case maritime en crête océanique"
TOOLTIP_TILEIMP_MTNRIDGE_BUTTON				"Crête océanique"
STATUSBAR_TILEIMP_OCEANMTN_BUTTON			"Terraformez n'importe quelle case maritime en montagnes sous-marines."
TOOLTIP_TILEIMP_OCEANMTN_BUTTON				"Montagnes sous-marines"

# Messages Tab
STATUSBAR_MESSAGES_MAINTAB				"C'est ici que sont archivés les messages d'interface."
TOOLTIP_MESSAGES_MAINTAB				"Messages du jeu"
STATUSBAR_MESSAGES_READMESSAGE_BUTTON			"Cliquez ici pour lire le message en entier."
TOOLTIP_MESSAGES_READMESSAGE_BUTTON			"Lire message"
STATUSBAR_MESSAGES_READNEWSPAPER_BUTTON			"Cliquez ici pour lire le journal."
TOOLTIP_MESSAGES_READNEWSPAPER_BUTTON			"Lire journal"

# Advisor Selection Box
# aka "The Helm"
STATUSBAR_SHORTCUTPAD_YEARTURN_TOGGLE_BUTTON		"Cliquez ici pour choisir entre les années et les tours."
TOOLTIP_SHORTCUTPAD_YEARTURN_TOGGLE_BUTTON		"Basculer années/tours"
STATUSBAR_SHORTCUTPAD_GOTO_CIVSCR_BUTTON		"Cliquez ici pour lancer le gestionnaire d'empire."
TOOLTIP_SHORTCUTPAD_GOTO_CIVSCR_BUTTON			"Gest. d'empire"
STATUSBAR_SHORTCUTPAD_GOTO_SCIENCESCR_BUTTON		"Cliquez ici pour accéder au gestionnaire de science."
TOOLTIP_SHORTCUTPAD_GOTO_SCIENCESCR_BUTTON		"Gest. de science"
STATUSBAR_SHORTCUTPAD_GOTO_TRADESCR_BUTTON		"Cliquez ici pour accéder au gestionnaire de commerce."
TOOLTIP_SHORTCUTPAD_GOTO_TRADESCR_BUTTON		"Gest. de commerce"
STATUSBAR_SHORTCUTPAD_GOTO_CITYSCR_BUTTON		"Cliquez ici pour accéder au gestionnaire de ville."
TOOLTIP_SHORTCUTPAD_GOTO_CITYSCR_BUTTON			"Gest. de ville"
STATUSBAR_SHORTCUTPAD_NATLSCR_BUTTON			"Cliquez ici pour accéder au gestionnaire national."
TOOLTIP_SHORTCUTPAD_NATLSCR_BUTTON			"Gest. national"
STATUSBAR_SHORTCUTPAD_GOTO_UNITSCR_BUTTON		" Cliquez pour accéder au gestionnaire d'unités."
TOOLTIP_SHORTCUTPAD_GOTO_UNITSCR_BUTTON			"Gest. d'unités"
STATUSBAR_SHORTCUTPAD_GOTO_DIPSCR_BUTTON		"Cliquez pour accéder au gestionnaire de diplomatie."
TOOLTIP_SHORTCUTPAD_GOTO_DIPSCR_BUTTON			"Gest. de diplomatie"
STATUSBAR_SHORTCUTPAD_GOTO_LIBRARY_BUTTON		"Cliquez pour accéder à la grande bibliothèque."
TOOLTIP_SHORTCUTPAD_GOTO_LIBRARY_BUTTON			"Grande bibliothèque"

# Minimap
STATUSBAR_MINIMAP_SHOW_FILTER_BUTTON			"Cliquez ici choisir entre une carte haute résolution ou basse résolution."
TOOLTIP_MINIMAP_SHOW_FILTER_BUTTON			"Carte filtrée/non filtrée"
STATUSBAR_MINIMAP_SHOW_BORDERS_BUTTON			"Cliquez ici pour afficher ou masquer vos frontières nationales."
TOOLTIP_MINIMAP_SHOW_BORDERS_BUTTON			"Afficher/masquer frontières"
STATUSBAR_MINIMAP_SHOW_CITIES_BUTTON			"Cliquez ici pour afficher ou masquer les villes."
TOOLTIP_MINIMAP_SHOW_CITIES_BUTTON			"Afficher/masquer villes"
STATUSBAR_MINIMAP_SHOW_UNITS_BUTTON			"Cliquez ici pour afficher ou masquer les unités."
TOOLTIP_MINIMAP_SHOW_UNITS_BUTTON			"Afficher/masquer unités"
STATUSBAR_MINIMAP_SHOW_TRADE_BUTTON			"Cliquez pour afficher ou masquer les routes commerciales."
TOOLTIP_MINIMAP_SHOW_TRADE_BUTTON			"Afficher/masquer routes commerciales"
STATUSBAR_MINIMAP_SHOW_TERRAIN_BUTTON			"Cliquez pour afficher ou masquer les détails du terrain."
TOOLTIP_MINIMAP_SHOW_TERRAIN_BUTTON			"Afficher/masquer détails du terrain"
STATUSBAR_MINIMAP_SHOW_POLITICAL_BUTTON			"Click to show or hide political map."
TOOLTIP_MINIMAP_SHOW_POLITICAL_BUTTON			"Show/Hide Political Map"
STATUSBAR_MINIMAP_SHOW_CAPITOLS_BUTTON			"Click to show or hide city capitols."
TOOLTIP_MINIMAP_SHOW_CAPITOLS_BUTTON			"Show/Hide Capitols"
STATUSBAR_MINIMAP_SHOW_RELATIONS_BUTTON			"Click to show or hide relationships."
TOOLTIP_MINIMAP_SHOW_RELATIONS_BUTTON			"Show/Hide relationships"

# Empire Manager Screen
#
#	Commerce Window
STATUSBAR_DOMADV_COMM_WAGES_BUTTON			"Totalité de l'or reversé aux citoyens pour leur travail."
TOOLTIP_DOMADV_COMM_WAGES_BUTTON			"Salaires"
STATUSBAR_DOMADV_COMM_UPKEEP_BUTTON			"Coût (en or) de maintenance des constructions et autres aménagements de vos villes."
TOOLTIP_DOMADV_COMM_UPKEEP_BUTTON			"Maintenance aménagements"
STATUSBAR_DOMADV_COMM_SCIENCE_BUTTON			"Totalité de l'or alloué à la recherche scientifique."
TOOLTIP_DOMADV_COMM_SCIENCE_BUTTON			"Science"
STATUSBAR_DOMADV_COMM_CRIME_BUTTON			"Totalité de l'or englouti dans la criminalité."
TOOLTIP_DOMADV_COMM_CRIME_BUTTON			"Criminalité"
STATUSBAR_DOMADV_COMM_SAVINGS_BUTTON			"Totalité de l'or affecté aux réserves."
TOOLTIP_DOMADV_COMM_SAVINGS_BUTTON			"Réserves"
STATUSBAR_DOMADV_FOOD_REQUIRED_BUTTON			""
STATUSBAR_DOMADV_FOOD_COLLECTED_BUTTON			""


#	Production Window
STATUSBAR_DOMADV_PROD_MILUPKEEP_BUTTON			"Coût total d'entretien des forces armées."
TOOLTIP_DOMADV_PROD_MILUPKEEP_BUTTON			"Entretien militaire"
STATUSBAR_DOMADV_PROD_PW_BUTTON				"Totalité de l'or alloué aux travaux publics."
TOOLTIP_DOMADV_PROD_PW_BUTTON				"Travaux publics"
