#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Contains diplomacy and advisor strings (Polish)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contains all the diplomacy and advisor strings.
#   It contains nothing else.
# - The order of the strings has been synchronized in the English, French, 
#   German, Italian and Spanish version. This has not been done for the 
#   Japanese version, since that file is missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last line of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Sychronized files between languages.
#
#----------------------------------------------------------------------------

	## New DIPLOMACY strings ##

##
## Regard Events
##

REGARD_EVENT_LOST_BATTLE "Ta nacja jest ciagle niezadowolona z powodu przegranej bitwy jaka stoczyli z nami."
REGARD_EVENT_VIOLATED_MILITARY_PACT "Odmowa przestrzegania paktu wojskowego pogorszyla stosunki miedzy naszymi nacjami."
REGARD_EVENT_VIOLATED_POLLUTION_PACT "Odmowa przestrzegania paktu wojskowego ekologicznego rozwscieczyla ta nacje."
REGARD_EVENT_STEAL_TECHNOLOGY "{player[0].country_name} jest na nas wsciekla z powodu kradziezy ich technologi."
REGARD_EVENT_ENEMY_INCITED_REVOLUTION "Podburzanie do rebeli w miastach {player[0].civ_name_plural} nie podniesie ich zaufania do nas."
REGARD_EVENT_ENEMY_ASSASSINATED_RULER "{player[0].civ_name_singular} sa oburzeni dokonaniem przez nas zamachu na osoby publiczne."
REGARD_EVENT_ENEMY_FRANCHISED_CITY "Ta nacja jest niezadowolona z powodu naruszenia ich ekonomi dzieki uzuskaniu przez nas koncesji na handel w ich miastach."
REGARD_EVENT_ENEMY_PLANTED_NUKE "Ta nacja wie o ty, ze to nasz szpieg that our agents planted the nuke that decimated {player[0].civ_name_singular} lands and will probably never forgive us for it."
REGARD_EVENT_ENEMY_SLAVE_RAIDED_CITY "{player[0].civ_name_singular} sa na nas zli z powodu lapania ich ludnosci cywilnej i przeksztalcania ich w niewolnikow."
REGARD_EVENT_ENEMY_LAWSUIT "Ta nacja protestuje przeciwko usuwaniu ich koncesji handlowych z naszych miast."
REGARD_EVENT_ENEMY_EXPELLED_UNITS "{player[0].civ_name_singular} protestuja przeciwko wydalaniu ich jednostek z naszego kraju."
REGARD_EVENT_ENEMY_NUKED_CITY "{player[0].civ_name_singular} moga nam nigdy nie wybaczyc tego potwornego ataku jadrowego na ich panstwo."
REGARD_EVENT_ENEMY_ENSLAVED_SETTLER "{player[0].civ_name_singular} sa oburzeni chwytaniem ich osadnikow i przeksztalcaniem ich na niewolnikow."
REGARD_EVENT_ENEMY_FREED_SLAVES "Potezna wladcy nacji {player[0].civ_name_plural} czuja sie urazeni naszymi probami oswobodzenia ich niewolnikow."
REGARD_EVENT_ENEMY_INCITED_UPRISING "{player[0].civ_name_singular} sa rozgniewani z powodu podburzania do rewolucji w ich miastach."
REGARD_EVENT_ENEMY_BIO_INFECTED_CITY "Wykorzystanie przez nas broni biologicznej obnizylo zaufanie {player[0].civ_name_plural} do nas."
REGARD_EVENT_ENEMY_PLAGUED_CITY "Wywolanie zarazy w miescie {player[0].civ_name_plural} rozpetalo trudna do opanowania burze dyplomatyczna."
REGARD_EVENT_ENEMY_NANO_INFECTED_CITY "Nasze podstepne uzycie nanotechnologii do ataku miast {player[0].civ_name_plural} nie zostalo zapomniane."
REGARD_EVENT_ENEMY_CREATED_PARK "Z powodu dokonania przez nas eko-zaglady, {player[0].civ_name_singular} stracili do nas zaufanie."
REGARD_EVENT_ENEMY_INJOINED_CITY "Our use of injunctions to thwart productivity in {player[0].civ_name_singular} cities is a source of friction between our nations."
REGARD_EVENT_ENEMY_PILLAGED "Oni gniewaja sie za to, ze nasze jednostki zniszczyly im udoskonalenia segmentow."
REGARD_EVENT_UNITS_GIFTED				"Your generosity has not been forgotten."
REGARD_EVENT_WONDER "The {player[0].civ_name_plural} are impressed by the amazing wonders our nation possessess."

##
## Motivations
##

MOTIVATION_ENLIST_FRIENDS_ADVICE			"Powinnismy poprosic naszych sojusznikow o pomoc w walce z wrogiem."
MOTIVATION_FEAR_SCIENCE_ADVICE				"Nasze zacofanie technologiczne odbija sie niekorzystnie na sile armi.  Powinnismy przeznaczyc wiecej srodkow na badania naukowe bo inaczej nasze wojska beda zawsze ponosic kleske."
MOTIVATION_FEAR_MILITARY_ADVICE				"Nasze wojska sa zbyt slabe i moga nie byc w stanie odeprzec ataku nieprzyjaciela.  Powinnismy wejsc w jakis sojusz aby umocnic nasza pozycje."
MOTIVATION_FEAR_TRADE_ADVICE				"Aby moc rywalizowac z innymi nacjami, powinnismy ozywic nasza ekonomie.  Poszerzajac szlaki i podpisujac pakty handlowe zdobedziemy tak potrzebne nam zloto."
MOTIVATION_FEAR_TECHNOLOGY_ADVICE			"If we do not continue our research, our troops will be soon at the end of their tether."
MOTIVATION_STOP_PIRACY_ADVICE				"Nasze szlaki handlowe sa obrabowywane przez nieznanych rozbojnikow.  Powinnismy podjac jakas akcje dyplomatyczna w celu usuniecia tego problemu."
MOTIVATION_MAKE_FRIEND_ADVICE				"Powinnismy wejsc w sojusz z jakims silnym panstwem aby moc jeszcze latwiej dazyc do realizacji naszych celow."
MOTIVATION_DESIRE_SCIENCE_ADVICE			"Obawiam sie, ze nasi rywale sa bardziej rozinieci technologicznie niz my.  Powinnismy poszykac dyplomatycznych sposobow poszerzenia naszej wiedzy."
MOTIVATION_DESIRE_GOLD_ADVICE				"Powinnismy gromadzic wiecej pieniedzy, aby moc zaspokoic nasze bierzace potrzeny."
MOTIVATION_FEAR_CITY_DEFENSE_ADVICE			"Obawiam sie, ze miasto {city[0].name} moze niedlugo dostac sie w rece wroga.  Powinnismy uczynic jakies kroki dyplomatyczne aby temu zapobiec."
MOTIVATION_FEAR_POLLUTION_ADVICE			"Obawiam sie, ze zanieczyszczenia moga przyczynic sie do globalnego ocieplenia co okazalo by sie swiatowym kataklizmem ekologicznym.  Powinnismy zmniejszyc poziom zanieczyszczen w naszym kraju i kazac zrobic to samo innym narodom."

##
##  Miscellaneous Diplomacy Strings
##

DIP_ADVISOR_INCOMING_MESSAGE "Panie, otrzymalismy wiadomosc od wyslannika reprezentujacego {player[0].civ_name_plural}."

##
##  Diplomacy Greetings
##

DIP_GREETING_FIRST_FOREIGN_0 "Pozdrowienia od {player[0].leader_name}, przywodcy {player[0].civ_name_plural}!  Na pewno uznasz nas za prawa i uczciwa nacje."
DIP_GREETING_FIRST_FOREIGN_1 "Pozdrowienia od {player[0].leader_name}, przywodcy {player[0].civ_name_plural}.  Mamy nadzieje, ze nasze narody beda zyc w zgodzie i przyjazni."
DIP_GREETING_FIRST_FOREIGN_2 "{player[0].leader_name}, przywodca {player[0].civ_name_plural} pozdrawia.  Mimo, ze jestesmy pokornym narodem dazymy do wielkosci."
DIP_GREETING_FIRST_FOREIGN_3 "Pozdrowienia od wielkiej nacji {player[0].civ_name_plural}.  Nasz wspanialy przywodca, {player[0].leader_name}, nie lubi jak sie z niego zartuje!"
DIP_GREETING_FIRST_FOREIGN_4 "{player[0].leader_name}, genialny przywodca poteznej nacji {player[0].civ_name_singular} laskawie wita!!  Ukorz sie przed nami albo poniesiesz straszliwe konsekwencje!!"

##
## Proposal names
##
DIP_NONE "NONE"
DIP_OFFER_GIVE_CITY " Zaproponuj miasto..."
DIP_REQUEST_GIVE_CITY " Prosba o miasto..."
DIP_OFFER_WITHDRAW_TROOPS " Zaproponuj wycofanie sie"
DIP_REQUEST_WITHDRAW_TROOPS " Prosba o wycofanie sie"
##DIP_OFFER_WITHDRAW_TROOPS_FROM_ALLIE			"Offer withdraw of allie..."
##DIP_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE		"Requesr withdraw of allie..."
##DIP_OFFER_INVADE					"Offer invasion..."
##DIP_REQUEST_INVADE					"Request invasion..."
DIP_OFFER_STOP_PIRACY " Zaproponuj zaprzestanie piractwa"
DIP_REQUEST_STOP_PIRACY " Prosba o zaprzestanie piractwa"
DIP_OFFER_BREAK_AGREEMENT " Zaproponuj zerwanie porozumien..."
DIP_REQUEST_BREAK_AGREEMENT " Prosba o zerwanie porozumien..."
DIP_OFFER_STOP_RESEARCH " Przerwanie badan"
DIP_REQUEST_STOP_RESEARCH " O przerwanie badan"
DIP_OFFER_REDUCE_NUCLEAR_WEAPONS " redukcje arsenalu jadrowego"
DIP_REQUEST_REDUCE_NUCLEAR_WEAPONS " O redukcje arsenalu jadrowego"
DIP_OFFER_REDUCE_BIO_WEAPONS " redukcje arsenalu broni bio."
DIP_REQUEST_REDUCE_BIO_WEAPONS " O redukcje arsenalu broni bio."
DIP_OFFER_REDUCE_NANO_WEAPONS " redukcje arsenalu nanotech."
DIP_REQUEST_REDUCE_NANO_WEAPONS " O redukcje arsenalu nanotech."
DIP_OFFER_GIVE_ADVANCE " Zaproponuj wynalazek..."
DIP_REQUEST_GIVE_ADVANCE " Prozba o wynalazek..."
DIP_OFFER_GIVE_GOLD " Zaproponuj zloto..."
DIP_REQUEST_GIVE_GOLD " Prozba o zloto..."
##DIP_OFFER_GIVE_ANNUAL_GOLD				"Offer an annual gold tribute..."
##DIP_REQUEST_GIVE_ANNUAL_GOLD				"Request an annual gold tribute..."
DIP_OFFER_REDUCE_POLLUTION " Redukcje poz. zanieczyszczen"
DIP_REQUEST_REDUCE_POLLUTION " O redukcje poz. zanieczyszczen"
DIP_OFFER_MAP " Zaproponuj mape"
DIP_REQUEST_MAP " Prozba o mape"
DIP_OFFER_HONOR_MILITARY_AGREEMENT " Honorowanie porozumienia woj...."
DIP_REQUEST_HONOR_MILITARY_AGREEMENT " O honorowanie porozumienia woj...."
DIP_OFFER_HONOR_POLLUTION_AGREEMENT " Honorowanie porozumienia eko...."
DIP_REQUEST_HONOR_POLLUTION_AGREEMENT " O honorowanie porozumienia eko.."
DIP_OFFER_END_EMBARGO " Zniesienia embarga handlowego"
DIP_REQUEST_END_EMBARGO " O zniesienie embarga handlowego"
DIP_TREATY_DECLARE_WAR " Wypowiedz wojne..."
DIP_TREATY_CEASEFIRE " Zawieszenie broni"
DIP_TREATY_PEACE " Traktat pokojowy"
DIP_TREATY_TRADE_PACT " Umowa handlowa"
DIP_TREATY_RESEARCH_PACT " Umowa naukowa"
DIP_TREATY_MILITARY_PACT " Pakt wojskowy"
DIP_TREATY_POLLUTION_PACT " Pakt ekologiczny"
DIP_TREATY_ALLIANCE " Sojusz"

##
## Proposal Details
##
DIP_DETAILS_NONE_0 "NONE (Tone 0)"
DIP_DETAILS_NONE_1 "NONE (Tone 1)"
DIP_DETAILS_NONE_2 "NONE (Tone 2)"
DIP_DETAILS_NONE_3 "NONE (Tone 3)"
DIP_DETAILS_NONE_4 "NONE (Tone 4)"
DIP_DETAILS_NONE_EX_0 "In exchange, NONE (Tone 0)"
DIP_DETAILS_NONE_EX_1 "In exchange, NONE (Tone 1)"
DIP_DETAILS_NONE_EX_2 "In exchange, NONE (Tone 2)"
DIP_DETAILS_NONE_EX_3 "In exchange, NONE (Tone 3)"
DIP_DETAILS_NONE_EX_4 "In exchange, NONE (Tone 4)"

DIP_DETAILS_OFFER_GIVE_CITY_0 "Dla tak cenionej nacji jak Wasza, proponujemy nasze miasto {city[0].name}."
DIP_DETAILS_OFFER_GIVE_CITY_1 "W duchu naszej przyjazni, proponujemy Wam nasze miasto {city[0].name}."
DIP_DETAILS_OFFER_GIVE_CITY_2 "Pokornie prosimy Cie o przyjecie daru w postaci miasta {city[0].name}."
DIP_DETAILS_OFFER_GIVE_CITY_3 "Niechetnie przekazujemy nasze miasto {city[0].name} pod wasza kontrole."
DIP_DETAILS_OFFER_GIVE_CITY_4 "Mozesz dostac miasto {city[0].name} ale nic poza tym."
DIP_DETAILS_OFFER_GIVE_CITY_EX_0 "W zamian, proponujemy przejecie calkowitej kontroli nad miastem {city[0].name}.  Traktujcie mieszkancow dobrze."
DIP_DETAILS_OFFER_GIVE_CITY_EX_1 "W zamian, obiecujemy Ci przejecie kontroli nad miastem {city[0].name}, zeby utrzymac nasza przyjazn."
DIP_DETAILS_OFFER_GIVE_CITY_EX_2 "W zamian, proponujemy Wam miasto {city[0].name}, ktore powiekszy Wasze i tak imponujace imperium."
DIP_DETAILS_OFFER_GIVE_CITY_EX_3 "W zamian, przekazemy miasto {city[0].name} pod twoja kontrole."
DIP_DETAILS_OFFER_GIVE_CITY_EX_4 "W zamian, damy wam miasto {city[0].name}."
DIP_DETAILS_REQUEST_GIVE_CITY_0 "Jestesmy swiadomi potrzeby rozszerzania Waszych granic w celu rozwoju imperium.  Jednakze musimy stanowczo zazadac abys oddal nam kontrole nad miastem {city[0].name}."
DIP_DETAILS_REQUEST_GIVE_CITY_1 "Zyczliwie prosimy Cie abys odstapil nam miasto {city[0].name}."	
DIP_DETAILS_REQUEST_GIVE_CITY_2 "Blagamy Cie abys darowal nam miasto {city[0].name}."
DIP_DETAILS_REQUEST_GIVE_CITY_3 "Daj Nam kontrole nad miastem {city[0].name} i pozwol przylaczyc sie jego mieszkancom do Naszej wspanialej cywilizacji."
DIP_DETAILS_REQUEST_GIVE_CITY_4 "Natychmiast daj Nam miasto {city[0].name}!!"
DIP_DETAILS_REQUEST_GIVE_CITY_EX_0 "W zamian prosimy Cie o kontrole nad miastem {city[0].name}."
DIP_DETAILS_REQUEST_GIVE_CITY_EX_1 "W zamian zyczliwie prosimy cie o odstapienie nam miasta {city[0].name} aby podtrzymac pokoj."	
DIP_DETAILS_REQUEST_GIVE_CITY_EX_2 "W zamian blagamy Cie o danie Nam miasta {city[0].name} pod nasza kontrole."
DIP_DETAILS_REQUEST_GIVE_CITY_EX_3 "W zamian aby uniknac pozniejszych nieprzyjemnosci, zalecamy Ci bezzwlocznie oddac Nam miasta {city[0].name}."
DIP_DETAILS_REQUEST_GIVE_CITY_EX_4 "W zamian zadamy abys natychmiast dal Nam pelna kontrole nad miastem {city[0].name}!!"

DIP_DETAILS_OFFER_WITHDRAW_TROOPS_0 "Proponujemy Tobie wycofanie naszych wojsk z Twojego kraju i utrzymanie pokoju."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_1 "Abysmy pozostali w dobrych stosunkach, proponujemy wycofanie swoich wojsk z Waszego kraju."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_2 "Szybko usuniemy nasze wojska z Waszego imperium.  Nie chcielismy Cie rozgniewac, wybacz."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_3 "Proponujemy wycofanie Naszej armi z twojego slabowitego i nieudolnego kraju."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_4 "Usuniemy Swoja armie z waszych terenow, ale nie oczekujcie innych form litosci z Naszej strony w przyszlosci."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_0 "W zamian zgadzamy sie na wycofanie swoich wojsk z Waszego kraju."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_1 "W zamian wycofamy swoje wojska z Waszego kraju.  Chcielibysmy pozostac w dobrych stosunkach z Toba."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_2 "W zamian blyskawicznie usuniemy swoje wojska z Waszego wspanialego imperium.  Prosimy o wybaczenie, ze naruszylismy Wasze granice."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_3 "W zamian wycofamy wojska z waszego skromnego terytorium."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_4 "W zamian niechetnie wycofamy Nasza armie z waszego bezwartosciowego kraju."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_0 "Wycofaj Swoje wojska z naszego kraju, aby nie psuc tak dlugo utrzymywanych przyjaznych stosunkow miedzy nami.  Sugerujemy abys uczynil to jak najszybciej."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_1 "Prosimy Cie o wycofanie Swoich wojsk z naszego kraju.  Narody takie jak nasze powinny dazyc do utrzymania dobrych stosunkow."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_2 "Wspanialy przywodco, bedziemy bardzo wdzieczni jesli wycofasz Swoja armie z naszych ziem."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_3 "Usun swoje wojska z Naszego imperium jesli chcesz uniknac zemsty."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_4 "Czy masz zamiar Nas prowokowac?  Natychmiast usun swoich wojakow z Naszego imerium!!"
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_0 "W zamian prosimy abys calkowicie wycofal Swoje sily zbrojne z naszego kraju, poniewaz nie chcemy brac udzialu w zadnej wojnie."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_1 "W zamian bardzo chcielibysmy abys calkowicie usunal Swoja armie z naszej ziemi.  Nie chcemy ryzykowac zerwania pokoju miedzy takimi wspanialymi narodami jak nasze."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_2 "W zamian blagamy Cie abys wycofal Swoja armie z naszych terenow, abysmy dalej mogli zyc w pokoju."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_3 "W zamian musimy zazadac abys usunal swoje wojska z Naszego kraju!  Twoje zamiary sa wrogie."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_4 "W zamian, zadamy aby twoje wojska natychmiast opuscily Nasze imerium!!  Nie badz tak glupi i nie prowokuj Nas!"

DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_0 "Przyrzekamy usunac nasze wojska z ziem Waszych sojusznikow.  {player[2].civ_name_singular} nie beda juz wiecej niepokojeni przez nasze wojska."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_1 "Drogi przywodco, proponujemy Tobie wycofanie naszych wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural} tak szybko jak to tylko mozliwe."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_2 "Przyrzekamy blyskawiczne usuniecie wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Nie mamy zamiaru Cie prowokowac."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_3 "Wycofamy nasze wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Zaden z was nie stanowi zagrozenia dla Nas."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_4 "Wycofamy Nasze wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Nie czesto jestesmy tak litosciwi, wiec badzcie wdzieczni."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_0 "W zamian proponujemy wycofanie wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Pokoj jest naszym nadrzednym celem."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_1 "W zamian proponujemy wycofanie naszych wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Respektujemy Twoje sojusze."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_2 "W zamian natychmiast usuniemy nasze wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_3 "W zamian mozemy usunac wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_4 "W zamian laskawie wycofamy Swoja armie z terytorium zamieszkalego przez {player[2].civ_name_plural}."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_0 "Bedziemy  wdzieczni jesli wycofacie wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}.  To sa nasi sojusznicy i nie chcielibysmy aby stala sie im krzywda."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_1 "Prosimy Cie abys wycofal swoje wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Jestesmy ich sojusznikami i nie chcemy aby doszlo do rozlewu krwi."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_2 "Blagamy Cie abys wycofal swoje wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}.  To sa nasi przyjaciele i nie chcemy aby ktokolwiek na nich napadal."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_3 "Zadamy natychmiastowego wycofania wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Naruszacie ich suwerennosc."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_4 "Natychmiast usuncie swoje wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}!!  Atak na nich jest jednoznaczny z atakiem na Nas!"
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_0 "W zamian bedziemy wdzieczni, jesli wycofacie swoje sily zbrojne z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Oni sa naszymi sojusznikami."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_1 "W zamian wezmieny pod uwage gest dobrej woli jakim bedzie wycofanie wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural}."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_2 "W zamian bedziemy zobowiazani jesli wycofacie wojska z terytorium zamieszkalego przez {player[2].civ_name_plural}."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_3 "W zamian zadamy natychmiastowego wycofania wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural}."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_4 "W zamian zadamy calkowitego usuniecia wojsk z terytorium zamieszkalego przez {player[2].civ_name_plural}.  Oni sa Naszymi sojusznikami i maja Nasze wsparcie."

DIP_DETAILS_OFFER_INVADE_0 "Zaatakujemy {player[2].civ_name_plural}, twoich wrogow."
DIP_DETAILS_OFFER_INVADE_1 "Poniewaz jestesmy zaprzyjaznionymi narodami, zaatakujemy waszych wrogow {player[2].civ_name_plural}."
DIP_DETAILS_OFFER_INVADE_2 "Proponujemy swoja pomoc w walce z narodem {player[2].civ_name_plural}.  Moze sie przyda."
DIP_DETAILS_OFFER_INVADE_3 "Zaatakujemy {player[2].civ_name_plural}.  Sami i tak nie dacie rady."
DIP_DETAILS_OFFER_INVADE_4 "Laskawie zaatakujemy {player[2].civ_name_plural}."
DIP_DETAILS_OFFER_INVADE_EX_0 "W zamian proponujemy swoje wsparcie w walce z nacja {player[2].civ_name_plural}."
DIP_DETAILS_OFFER_INVADE_EX_1 "W zamian zaatakujemy {player[2].civ_name_plural}, jesli sobie tego zyczysz."
