#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Meassage strings for the Alexander the Great scenario in English
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contain all the message strings for the Alexander the Great 
#   scenario. It contains nothing else.
# - The order of the strings has been synchronized in the English, German
#   and Italian version. This has not been done for the French, Spanish and 
#   Japanese version, since those files are missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages keep make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last time of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Synchronized the string sequenze between the English, German and Italian
#   of that file.
# - Removed Christain propaganda about Babylon.
# - German version only: Replaced formal addressing by Sie by King's and 
#   Queen's formal addressing of Ihr.
#
#----------------------------------------------------------------------------

#### Message strings for the Alexander the Great scenario ####

#### Button text

AG_BUTTON_OK		"OK"
AG_TYRE_CONQUER		"You have done the impossible and conquered Tyre! None thought that such a strongly defended city could be conquered by anyone. Your reputation is greatly boosted amongst nearby nations. The cities of the Corinithian League are especially less likely to cross you. They see that if you can conquer Tyre, you can conquer them."

# Phoenican Strings
AG_PHOEN_ENTER		"You are at an important junction. To the northwest is Asia Minor, to the east is Mesopotamia, center of the Persian Empire, and to the south are the coastal cities of Phoenicia. Control the Phoenician cities and Persia will not have much ability to build ships. It is likely they will freely join you, but only after Darius is dead."
AG_PHOEN_ENTER2		"You are at an important junction. To the northwest is Asia Minor, to the east is Mesopotamia, center of the Persian Empire, and to the south are the coastal cities of Phoenicia. Now that Darius is defeated, the Phoenicians are ready to join you, and only wait for you in person. Without Phoenicia, Persia will not have much of a navy."
AG_PHOEN_ARADUS		"The citizens of Aradus would gladly surrender to you, but while they hate Darius, they still fear him. Come back for a friendly reception once Darius has been defeated."
AG_PHOEN_ARADUS2	"The citizens of Aradus throw open their gates and warmly greet you, their new hero! About a dozen years ago, Aradus and Sidon rebelled, but the rebellion was crushed by the Persians. They welcome anyone who helps them throw off the Persian yoke."
AG_PHOEN_SIDON		"The citizens of Sidon would gladly surrender to you, but while they hate Darius, they still fear him. Come back for a friendly reception once Darius has been defeated."
AG_PHOEN_SIDON2		"Sidon turns itself over to the Macedonians! Before its recent rebellion, Sidon was the largest and most important city in this region. Now, Persia has let Tyre take over Sidon's position. So while Sidon gladly welcomes you, its rival Tyre will fight you to the last."

# Egypt strings
AG_GAZA_BESIDE		"Although many cities in this region are eager to surrender to you, Gaza isn't one of them. This city has built up a large fortune as the end point of a caravan route to and from Southern Arabia, and they don't want to give up their treasures. They also believe their walls are impregnable."
AG_GAZA_CONQUER		"The city of Gaza is yours! You have truly shown yourself to be skilled at conquering well defended cities. In the governor's house you find an additional treasure of 1500 gold."
AG_EGYPT_CNT_DEFECT	"Scouts report that the Egyptians are ready to give themselves over to the Macedonians, but only if Alexander appears in person."
AG_EGYPT_DEFECT		"The natives of Egypt joyously celebrate the arrival of the great Alexander! The Egyptians have repeatedly rebelled against the Persians, only to be reconquered each time. Egyptians see you as their salvation from this cycle of misery, and throw off the Persian yoke from all of Egypt! Persian soldiers flee, leaving you with a ruined land."
AG_EGYPT_TYRE		"Scouts report that the Egyptians are ready to give themselves over to the Macedonians, but they are afraid of retribution from the Persian navy. Conquer Tyre, and the Egyptians will accept you gladly."

# Barsine and first Darius defeat
AG_DARIUS_DEFEAT_OTHER	"Scouts report that Darius' army was defeated by the {player[0].civ_name_plural}. Darius himself, seeing how the battle was shaping up, cowardly fled well before the battle was over. At least his craven maneuver has left you the opportunity to personally rid the world of Darius."
AG_DARIUS_DEFEAT_A	"Darius' army has been defeated in battle! Darius himself, seeing how the battle was shaping up, cowardly fled well before the battle was over. So while his personal guard was killed, Darius escaped with little more than his horse surviving with him. Your army overruns Darius' camp."
AG_DARIUS_DEFEAT_B	"Darius travels with all the splendor expected of the King of Kings. Not only have you found jewels and treasures worth 30,000 gold, but many important people have been left behind. Among the nobles and relatives stranded by Darius' flight is Barsine, Memnon's wife. She was a childhood friend of yours."
AG_BARSINE_A		"You find yourself strongly attracted to Barsine. She's young, beautiful, smart, and friends with powerful people in both Persia and Greece. Having been married to Memnon, a Greek fighting for Persia, she is comfortable in both Persian and Greek languages and societies."
AG_BARSINE_B		"Should you make this woman your wife? Her deceased husband was your enemy. Further, she is a prisoner of war! Can she be trusted? Your reputation will surely suffer, as people will think you marry her to rub it in your enemies' faces. Do you take her as your wife now or keep her as your mistress for the time being?"
AG_BARSINE2_B		"You find yourself interested in marrying such an exceptional woman. However, she is married to Memnon, your traitorous enemy! You decide take her as a mistress now, and bide your time until Memnon is killed or defeated. Only if you are properly married can she produce an heir acceptable to all."
AG_BARSINE_MARRY	"In a shotgun wedding only days after her capture, you marry Barsine. Both Persians and Greeks are scandalized by your arrogant behavior. This will certainly hurt diplomatic relations back in Greece. At least you have a honeymoon to get your mind off such troubles."
AG_BARSINE_MARRY2	"Only weeks after Memnon's funeral, you marry his widow Barsine. Both Persians and Greeks are scandalized by your arrogant behavior. This will certainly hurt diplomatic relations back in Greece. At least you have a honeymoon to get your mind of such troubles."
AG_BARSINE_POISON	"Someone tried to assassinate you by poisoning your drink! Luckily you didn't drink enough to get a fatal dose. You discover the deed was ordered by the brother of your wife Barsine, who is a commander in the Persian army. He considers no method too low to get rid of the man who married his sister by force."
AG_BARSINE_2YEARS	"It has been two years since you captured Memnon's widow Barsine. She is happy being your mistress, and no one would think the worst of you if you marry her now. Do you wish to marry her?"
AG_BARSINE_2YEARS2	"It has been two years since Memnon died, leaving Barsine a widow. She is happy being your mistress, and no one would think the worst of you if you marry her now. Do you wish to marry her?"
AG_BARSINE_MARRY3	"Congratulations on your marriage with Barsine. You take a break from your official duties to have a pleasant marriage ceremony and honeymoon."
AG_BARSINE_WIDOW_A	"Now that Memnon is dead, you face the decision on what to do with his wife, Barsine. She has been your mistress since you captured her in Darius' war camp. The two of you have enjoyed each other's company on the rare occasions you've had time to see her."
AG_BARSINE_WIDOW_B	"Is it time for you to marry Barsine? Many will say that you've allowed Memnon to die only so you could steal his wife away. And can you trust her, or is she acting friendly only to get revenge in Memnon's name, later? Will you marry Barsine?"

# Statiera and second Darius defeat
AG_DARIUS_DEAD_OTHER	"Scouts report that Darius has been killed in battle by the {player[0].civ_name_plural}. You are bitter that you did not get to defeat him personally, but the world is better off with him dead."
AG_DARIUS_DEAD_A	"Your army has killed Darius! Knowing his tendency to flee, you order troops to perform a daring encirclement maneuver to prevent him from getting away a second time. In this you are successful. But trapped from fleeing, Darius gets caught up in hand to hand fighting and is killed by a stray spear."
AG_DARIUS_DEAD_B	"Once again, the booty left behind in Darius' camp is incredible: 20,000 gold! In addition, you have captured Darius' entire family unharmed, including Darius' mother, wife and many children. The capture of the Persian royal family presents you with important choices..."
AG_DARIUS_DEAD_C	"Since the Persians have a long tradition of respecting royal hostages, you can treat them generously, which will cost you 250 Gold per turn. Or alternately, you may kill them. Cruel, yes, but not unprecedented. Alive, the children may one day rebel and cause trouble. What will you do?"
AG_PERSIAN_KILL		"It was a painful choice, but many other leaders have done the same. You kill the entire Persian royal family, saying it is revenge for all the atrocities Persia has committed against Greece over the years. Reaction in Greece is mostly positive, since many are happy to see the Persians suffer."
AG_PERSIAN_PAMPER	"The Persian royal family is very grateful to you for your kindness, and appear to be very content in their new role as pampered prisoners."
AG_STAT_A		"When you captured Darius' family, you may also have found yourself a wife. Darius' eldest daughter Stateira is coming of age, and is increasingly beautiful. The political benefit of such a marriage is obvious: marrying into the Persian royal family may greatly increase your acceptance amongst the Persians."
AG_STAT_B		"On the other hand, she is a prisoner of war and does not like you. Plus, your reputation amongst Greeks will plummet. Many complain that your conquest of foreign lands is turning you into more of a foreigner than a Greek--this will confirm their fears."
AG_STAT_C		"Additionally, the wedding ceremony will cost 5000 gold. To marry into the Persian royal family you must follow the proper ritual and spectacle. What will you do?"
AG_STAT_MARRY_A		"You waste no time preparing for your wedding with Stateira. In a huge wedding ceremony, not only do the Macedonian and Persian royal lines merge, but you also marry most of your top officers to Persian nobility and royalty. A merging of the Persian and Greek cultures has truly begun."
AG_STAT_MARRY_B		"Unfortunately, most Greeks back home don't see the wisdom of befriending the Persian 'barbarians'. Your popularity in Greece plummets. Diplomatic setbacks there will surely follow."
AG_STAT_WAIT		"There is no doubt that time and your growing fame will change Stateira's mind. She really has no other choice, since you control her fate. Eventually she will signal a newfound love of your greatness."
AG_STAT_MARRY2		"Good news! Stateira is ready and willing to be your wife. To marry into the Persian royal family, you must follow the proper ritual and spectacle, which will cost 5000 gold. Time has reduced opposition to the marriage in Greece, but there still will be critics... Will you marry her?"
AG_STAT_MARRY3		"Statiera complains that her biological clock is ticking. You have the 5000 gold required for the wedding ceremony. Will you marry her?"

# Bessus Uprising
AG_BESSUS		"Despite the lack of any royal blood in his veins, the Persian General Bessus has declared himself to be the new Emperor of Persia. He declares that he will continue the Persian resistance and vows to seek revenge for Darius' death."
AG_BESSUS2		"Despite the lack of any royal blood in his veins, the Persian General Bessus has declared himself to be the new Emperor of Persia. He declares that he will continue the Persian resistance and vows to seek revenge for the death of Darius and his family."

# Arabia Strings
AG_ARABIA_ROAD		"Travel far down this broken trail and you will reach the lands of Southern Arabia, made rich from the spice trade. However, the journey down this road is dangerous for those not used to the rough ways of the desert. Also, be wary of the fiercely independent and violent barbarians found here."
AG_MARIB		"You have found the legendary city of Marib! The exact location of this spice center was never known to outsiders. Trade wealth has allowed a surprisingly large town to exist on the edge of a hostile desert. Southern Arabia is the only source in the world for incense spices, so the town has profited greatly."
AG_MARIB_CONQUER	"You have conquered Marib! Centuries of trade profits have been piled into great hordes of wealth. 10,000 gold, and all of this is now yours!"
AG_SHABWAH_CONQUER	"You have conquered Shabwah! While not as big or rich as legendary Marib, Shabwah has significant secret stores of trade profits that are now yours. You are 6,000 gold richer!"
AG_DHUFAR_CONQUER	"You have conquered Dhufar! While not as big or rich as legendary Marib, Dhufar also has a significant treasury from trade profits. You find 3,000 gold!"

# Carthaginian Strings
AG_CARTHAGE		"Your armies are nearing the city of Carthage, the only important city in the Carthaginian empire. The rest are mere trading arms of this mighty city. The city is defended as well as any, however. It might take a long siege to win here."
AG_CARTHAGE_CONQUER	"The great city of Carthage has been conquered! Now that you control this strategically located city, surely the rest of the Western Mediterrean Sea will crumble in your hands like dried sod. A trove of 3000 gold has been found!"

# Seres Strings
AG_SERES		"You have entered Seres, the land of silk. This fabulous land has never even been guessed at by Greeks until your armies found it. There are a few nearby oasis towns, but the heart of Seres (what history will later call China) lies far to the east, over many forbidding deserts and mountains."
AG_SERES2		"You are leaving the prosperous oasis towns to search for the heart of Seres. Turn back now: you will never make it. The deserts are too barren to supply an army. Only small bands of daring merchants make the journey there and back alive... sometimes."

# India Strings
AG_INDIA_ROUTE		"You have found the southern route between India and Persia. It would make sense that one could sail from here to the seas near Bablyon or even all the way to Egypt, but such routes have been long forgotten. Perhaps one of your greatest legacies will be restarting the ocean trade between India and the West."
AG_INDIA_ROUTE2		"You have started along the central route between India and Persia. This is a very difficult route, and a safe way between harsh terrain of mountain and desert hard to find."
AG_INDIA_ROUTE3		"You have found the northern route between India and Persia. This part of the world is the stuff of legend and fantasy to your fellow Greeks. The Persians once ruled a tiny corner of this vast land, but beyond vague rumors from the Persians, your armies are the first to bring this rich land into the known world."
AG_CROSSROADS		"You have reached an important crossroads. The road northeast runs straight to the land of Sogdia, the traditional northeast corner of the Persian Empire. The road south runs generally southeast and then northwest, until it finally reaches other roads to India and Sogdia. The road west eventually heads all the way back to Greece."
AG_WILDERNESS		"You are entering increasingly wild and hostile lands. This is the only road that traditionally connects Persia with her far flung eastern colonies. There are great deserts to the north and south, and many fierce barbarians attack out of them."
AG_TAKSASILA_A		"The Gods smile upon you: the giant city of Taksasila has willingly joined your empire! Situated at the edge of India, traders have brought here news of your great military successes, and the leader of Taksasila does not want to stand against you. This city can be a tremendously valuable foothold in India."
AG_TAKSASILA_B		"Unfortunately, other nearby cities are not so receptive. Just beyond Taksasila, the rivals of that city are already preparing their armies to drive you out of India before you create a foothold. In particular, there is a brilliant general called Porus who hopes to block your way."
AG_TAKSASILA2_A		"The friendly people of Taksasila have much information to share with you about what the rest of India is like. The river just to the west of Taksasila is called the Indus. It flows through deserts down into the sea. Many independent city states exist along it and its branches. Each one acts independent of the others."
AG_TAKSASILA2_B		"If you head southeast out of the city, you will eventually come to another large river with many branches, called the Ganges. There are many large cities in the fertile Ganges river plain, but they are all controlled by the Magadhan Empire."
AG_TAKSASILA2_C		"Indian armies everywhere are known for two things: their archers, and their elephants. Beware especially of the elephants. There is no military force in the world as strong as an army with many giant elephants!"
AG_MAGADHAN		"Your army hears reports of a vast land to the east ruled by the Magadhans. Massive rivers run east into the Great Circling Sea. If you follow these rivers you will come to the capital of Pataliputra, filled with wealth beyond imagining. The Magadhan army is also legendary, with countless war elephants."
AG_MAGADHAN2		"Now that you are entering the heart of the Magadhan Empire, you hear rumors all is not well there. The Emperor Dhana Nanda is a commoner who stole the throne, and is widely hated by his people. Apparently the Empire is a hollow echo of its former glory. It still has vast resources at its command, however."
AG_SOUTH_INDIA		"Scouts report you are now entering Southern India. This is a very rugged land, with few roads. It is filled with independent city states that have never been conquered by any empire."
AG_MAGADHAN_FLEE	"Seeing you come to in person to conquer their city, the Magadhan garrison realizes it is no match for your might and they flee into the countryside."
AG_KAUSAMBI		"With the conquest of Kausambi, other nearby cities are quick to detach themselves from the crumbling Magadhan Empire, and join the winning side."
AG_UJJAYINI		"With the conquest of the regional center of Ujjayini, the city of Bharuch is quick to detach itself from the crumbling Magadhan Empire, and join the winning side."
AG_PATALIPUTRA_A	"You have conquered the Magadhan capital! Emperor Dhana Nanda flees to the remnants of his once great empire. But surely the back of the Magadhan Empire has been broken. Dhana Nanda was notorious for stealing from his own people, and indeed you find a huge treasure: 8000 gold."
AG_PATALIPUTRA_B	"With the conquest of Pataliputra, surely it won't be long until all of the Magadhan Empire has fallen under your sway. Nearby cities desert to you, their faith in Magadhan power long gone."
AG_KASI			"You have conquered one of the most sacred cities in the world. A very holy man named Buddha gave his first sermon here. The city has countless temples dedicated to him and the religion of the Brahamans. You command philosophers from Greece to come here and learn from the many wise men of this city."
AG_CHANDRA_RUMOR	"There is unrest in the region of Pataliputra. Rumors tell of a charismatic young leader organizing a revolution. We'd best be on our guard for a possible uprising."
AG_CHANDRA		"A new force has arisen in India! Chandragupta, a brilliant young general, has raised {action[0].text}! His desire for great conquest comes from what he has learned of your exploits. {action[1].text}"
AG_CHANDRA_PT1A		"an army and plans to finish off the Magadhan Empire"
AG_CHANDRA_PT2A		"a rebel army and vows to rid India of all Macedonians"
AG_CHANDRA_PT2B		"Your garrison in Pataliputra is taken by surprise and massacred."
AG_CHANDRA_OLD		"The great General Chandragupta has died of a tropical disease! With him die the best hopes for a unification of all India by an Indian. For a short time he electrified his people with vision and action. This brilliant man could have been the Indian Alexander had he lived."
AG_CHANDRA_DEAD		"The great General Chandragupta has been killed in battle! With him die the best hopes for a unification of all India by an Indian. For a short time he electrified his people with vision and action. This brilliant man could have been the Indian Alexander had he lived."

# Sindu
AG_SINDU		"Your recent victory encouraged some Magadhan royalty to make a secret deal. They wish to offer you Sindu, the beautiful daughter of the former Emperor ousted by Dhana Nanda. Marry her, restore the true royal line, and many people in this land will accept your rule. They want 6000 Gold to seal the deal."
AG_SINDU_MARRY		"You marry Sindu now so Magadhan people will immediately come to your side. The splendor of the wedding is beyond belief. The deal you've made is very expensive, but Sindu's relatives promise to ensure the peoples' loyalty by spreading pro-Macedonian propaganda through the Magadhan cities you conquer."
AG_SINDU_NOMONEY	"Sindu's relatives say: 'Your words are big, but you obviously don't have the gold to back it up. You cannot be trusted. The marriage deal is off!"
AG_SINDU_NOMARRY	"You don't need their help for that price. The Magadhan people will have to accept you as their new ruler, regardless of who you are married to."

# Sogdia Strings
AG_SOGDIA_ENTER		"You are now entering Sogdia, a strip of fertile land caught between desolate deserts on one side, and a large mountain range in the other. The people in this land are very hardy, warlike and rebellious. Persia had a difficult time maintaining control here. Barbarians are a constant threat in this difficult land."
AG_SOGDIA_REBEL		"The people of Sogdia rebel! Rightly fearing that the Macedonians will force them to adopt their ways, the leaders of Sogdia decide their only chance is to strike before your armies have completely consolidated control of the region. They surprise and slaughter the garrisons in the cities you control."
AG_SOGDIA_REPORT	"The Sogdians seem to have an endless capacity to rebel. The only way to end the rebellion for certain is to defeat the rebel leaders. Scouts recently discovered that control of the rebellion has just been transferred to the northeastern city of Kyreskhata."

# Roxane
AG_SOGDIA_DEFEAT_A	"The Sogdian resistance base has been captured! All of the last surviving rebels leaders and their families were hiding here and have been captured alive. These families are virtually all that remains of the Sogdian nobility."
