#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Contains diplomacy and advisor strings (English)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contains all the diplomacy and advisor strings.
#   It contains nothing else.
# - The order of the strings has been synchronized in the English, French, 
#   German, Italian and Spanish version. This has not been done for the 
#   Japanese version, since that file is missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last line of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Sychronized files between languages.
#
#----------------------------------------------------------------------------

## New DIPLOMACY strings ##

##
## Regard Events
##

REGARD_EVENT_LOST_BATTLE				"This nation is still upset over their combat losses to us."
REGARD_EVENT_ENEMY_CONVERTED_CITY			"They are perturbed at the fact that our clerics have converted their cities to our religion."
REGARD_EVENT_POSITIVE_SENDER_DIPLOMACY_RESULT		"The {player[0].civ_name_plural} are pleased with our response to their diplomatic proposals."
REGARD_EVENT_POSITIVE_RECEIVER_DIPLOMACY_RESULT		"The {player[0].civ_name_plural} view our diplomatic proposals favorably."
REGARD_EVENT_NEGATIVE_SENDER_DIPLOMACY_RESULT		"Our responses to {player[0].civ_name_singular} proposals have not endeared us to them."
REGARD_EVENT_NEGATIVE_RECEIVER_DIPLOMACY_RESULT		"Our diplomatic proposals have irked the {player[0].civ_name_plural}."
REGARD_EVENT_STOP_RESEARCH_VIOLATION			"They are angered that we have not upheld the terms of our stop research agreement."
REGARD_EVENT_PROPOSAL_REDUCE_POLLUTION			"This nation requested we reduce our pollution output.  We have, so far, failed to meet their expectations.  They are not happy about this."
REGARD_EVENT_PROPOSAL_POLLUTION_PACT			"This nation is upset with us.  We signed a pollution pact with them and have not followed through on our part of the bargain."
REGARD_EVENT_EMBARGO_TRADE				"Our trade embargo has angered them."
REGARD_EVENT_VIOLATED_ALLIANCE				"We have violated our alliance!  They may never forgive this transgression."
REGARD_EVENT_VIOLATED_WITHDRAW_TROOPS			"They are upset that we have not withdrawn our forces from their land, per our agreement."
REGARD_EVENT_CAPTURED_CITY				"They are still infuriated at our recent capture of some of their cities."
REGARD_EVENT_HOLD_RECEPTION				"The {player[0].civ_name_plural} emissaries are still impressed with the grand reception held by our diplomats."
REGARD_EVENT_VIOLATE_TRADE_PACT				"Our embargo of their trade was a violation our pact.  They have yet to forgive us."
REGARD_EVENT_VIOLATED_MILITARY_PACT			"Our refusal to live up to our military pact has chilled relations between us.  They feel betrayed."
REGARD_EVENT_VIOLATED_POLLUTION_PACT			"Our refusal to live up to our pollution pact has angered this nation."
REGARD_EVENT_STEAL_TECHNOLOGY				"{player[0].country_name} is angered at our theft of their technology."
REGARD_EVENT_ENEMY_INCITED_REVOLUTION			"Our recent support of rebel factions within {player[0].civ_name_singular} cities has not gone unnoticed."
REGARD_EVENT_ENEMY_ASSASSINATED_RULER			"They protest our involvement in the assassination of {player[0].civ_name_singular} public figures."
REGARD_EVENT_ENEMY_FRANCHISED_CITY			"Relations support for the commerical invasion of their country through franchises."
REGARD_EVENT_ENEMY_PLANTED_NUKE				"They know that our agents planted the nuke that decimated {player[0].civ_name_singular} lands and will probably never forgive us for it."
REGARD_EVENT_ENEMY_SLAVE_RAIDED_CITY			"They are understandably upset at our enslavement of {player[0].civ_name_singular} citizens."
REGARD_EVENT_ENEMY_LAWSUIT				"Their recent legal setbacks at the hands of our lawyers have caused some hard feelings."
REGARD_EVENT_ENEMY_EXPELLED_UNITS			"They protest our expulsion of {player[0].civ_name_singular} units from our territory."
REGARD_EVENT_ENEMY_NUKED_CITY				"The {player[0].civ_name_plural} may never be able to forgive us the terrible nuclear destruction we wrought on their lands."
REGARD_EVENT_ENEMY_ENSLAVED_SETTLER			"Making slaves of {player[0].civ_name_singular} settlers has incurred their wrath."
REGARD_EVENT_ENEMY_FREED_SLAVES				"The powerful elite of {player[0].country_name} resent our efforts to liberate their slaves."
REGARD_EVENT_ENEMY_INCITED_UPRISING			"{player[0].country_name} has protested our role in inciting the recent violence in their cities."
REGARD_EVENT_ENEMY_BIO_INFECTED_CITY			"Our use of bioweapons has forever tarnished our reputation with the {player[0].civ_name_plural}."
REGARD_EVENT_ENEMY_PLAGUED_CITY				"Our use of germ warfare has caused a deep diplomatic rift to open up between the {player[0].civ_name_plural} and us."
REGARD_EVENT_ENEMY_NANO_INFECTED_CITY			"Our subversive use of nano-technlogy to infect {player[0].civ_name_singular} cities has not been forgotten."
REGARD_EVENT_ENEMY_CREATED_PARK				"Our destructive use of nano-technlogy has caused the {player[0].civ_name_plural} to fear and loathe us."
REGARD_EVENT_ENEMY_INJOINED_CITY			"Our use of injunctions to thwart productivity in {player[0].civ_name_singular} cities is a source of friction between our nations."
REGARD_EVENT_ENEMY_PILLAGED				"They are incensed that our troops pillaged their tile improvements."
REGARD_EVENT_UNITS_GIFTED				"Your generosity has not been forgotten."
REGARD_EVENT_WONDER					"The {player[0].civ_name_plural} are impressed by the amazing wonders our nation possessess."

##
## Motivations
##

MOTIVATION_ENLIST_FRIENDS_ADVICE			"We should call on our friends to help us vanquish our enemies."
MOTIVATION_FEAR_SCIENCE_ADVICE				"Our lack of technological innovation is imperiling our military prowess.  We need to devote resources to science before we find ourselves outclassed on the battlefield."
MOTIVATION_FEAR_MILITARY_ADVICE				"Our military strength is lagging and we may not be able to withstand an invasion.  We should form alliances to bolster our position."
MOTIVATION_FEAR_TRADE_ADVICE				"To remain competitive as a nation, we must revitalize our economy.  Expanding our trade routes to other countries and forming trade pacts will bring in needed commerce."
MOTIVATION_FEAR_TECHNOLOGY_ADVICE			"If we do not continue our research, our troops will be soon at the end of their tether."
MOTIVATION_STOP_PIRACY_ADVICE				"Our trade routes are under attack by foreign pirates.  We should take diplomatic action to reverse this troubling situation."
MOTIVATION_MAKE_FRIEND_ADVICE				"We should seek the partnership of strong nations in order that we may better achieve our goals."
MOTIVATION_DESIRE_SCIENCE_ADVICE			"I fear we are falling behind our rivals in technological advancement.  We should seek to increase our knowledge through diplomacy."
MOTIVATION_DESIRE_GOLD_ADVICE				"We could use some more gold in our coffers, so that we can better achieve our immediate pursuits."
MOTIVATION_FEAR_CITY_DEFENSE_ADVICE			"I fear that {city[0].name} may soon fall into enemy hands.  Negotiations may help us to prevent this."
MOTIVATION_FEAR_POLLUTION_ADVICE			"I fear that pollution is causing global warming, a may invoke a worldwide ecological disaster.  We need to lower our pollution and request that other nations to do the same."

##
## Miscellaneous Diplomacy Strings
##

DIP_ADVISOR_INCOMING_MESSAGE				"Great Leader, we have received a message from an emissary representing {player[0].leader_name}, leader of the {player[0].civ_name_plural}."

##
## Diplomacy Greetings
##

DIP_GREETING_FIRST_FOREIGN_0				"Greetings from {player[0].leader_name}, leader of the {player[0].civ_name_singular} people!  You shall find us a fair and just nation."
DIP_GREETING_FIRST_FOREIGN_1				"I bring friendly greetings from {player[0].leader_name}, leader of the {player[0].civ_name_singular} people.  We can only hope that our nations can walk the path of peace together."
DIP_GREETING_FIRST_FOREIGN_2				"Greetings from {player[0].leader_name}, leader of the {player[0].civ_name_singular} people.  Though we are a humble nation, we strive for greatness."
DIP_GREETING_FIRST_FOREIGN_3				"I hail from the superior nation of {player[0].country_name}.  Our great leader, {player[0].leader_name}, is not one to be trifled with!"
DIP_GREETING_FIRST_FOREIGN_4				"I bear a greeting from {player[0].leader_name}, supreme leader of the mighty {player[0].civ_name_singular} people!!  Bow before us or suffer the consequences!!"

##
## Proposal names
##
DIP_NONE						"NONE"
DIP_OFFER_GIVE_CITY					"Offer city..."
DIP_REQUEST_GIVE_CITY					"Request city..."
DIP_OFFER_WITHDRAW_TROOPS				"Offer to withdraw"
DIP_REQUEST_WITHDRAW_TROOPS				"Request they withdraw"
##DIP_OFFER_WITHDRAW_TROOPS_FROM_ALLIE			"Offer withdraw of allie..."
##DIP_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE		"Requesr withdraw of allie..."
##DIP_OFFER_INVADE					"Offer invasion..."
##DIP_REQUEST_INVADE					"Request invasion..."
DIP_OFFER_STOP_PIRACY					"Offer to stop piracy"
DIP_REQUEST_STOP_PIRACY					"Request they stop piracy"
DIP_OFFER_BREAK_AGREEMENT				"Break agreements..."
DIP_REQUEST_BREAK_AGREEMENT				"Request break agreements..."
DIP_OFFER_STOP_RESEARCH					"Stop research"
DIP_REQUEST_STOP_RESEARCH				"Request they stop research"
DIP_OFFER_REDUCE_NUCLEAR_WEAPONS			"Reduce nukes"
DIP_REQUEST_REDUCE_NUCLEAR_WEAPONS			"Request nuke reduction"
DIP_OFFER_REDUCE_BIO_WEAPONS				"Reduce bio weapons"
DIP_REQUEST_REDUCE_BIO_WEAPONS				"Request bio weapon reduction"
DIP_OFFER_REDUCE_NANO_WEAPONS				"Reduce nano weapons"
DIP_REQUEST_REDUCE_NANO_WEAPONS				"Request nano weapon reduction"
DIP_OFFER_GIVE_ADVANCE					"Offer advance..."
DIP_REQUEST_GIVE_ADVANCE				"Request advance..."
DIP_OFFER_GIVE_GOLD					"Offer gold..."
DIP_REQUEST_GIVE_GOLD					"Request gold..."
##DIP_OFFER_GIVE_ANNUAL_GOLD				"Offer an annual gold tribute..."
##DIP_REQUEST_GIVE_ANNUAL_GOLD				"Request an annual gold tribute..."
DIP_OFFER_REDUCE_POLLUTION				"Reduce pollution"
DIP_REQUEST_REDUCE_POLLUTION				"Request pollution reduction"
DIP_OFFER_MAP						"Offer map"
DIP_REQUEST_MAP						"Request map"
DIP_OFFER_HONOR_MILITARY_AGREEMENT			"Offer to honor mil. agrmt...."
DIP_REQUEST_HONOR_MILITARY_AGREEMENT			"Request they honor mil. agrmt..."
DIP_OFFER_HONOR_POLLUTION_AGREEMENT			"Offer to honor poll. agrmt..."
DIP_REQUEST_HONOR_POLLUTION_AGREEMENT			"Request they honor poll. agrmt..."
DIP_OFFER_END_EMBARGO					"Offer to end trade embargo"
DIP_REQUEST_END_EMBARGO					"Request to end trade embargo"
DIP_TREATY_DECLARE_WAR					"Declare war..."
DIP_TREATY_CEASEFIRE					"Cease-fire"
DIP_TREATY_PEACE					"Peace Treaty"
DIP_TREATY_TRADE_PACT					"Trade Pact"
DIP_TREATY_RESEARCH_PACT				"Research Pact"
DIP_TREATY_MILITARY_PACT				"Military Pact"
DIP_TREATY_POLLUTION_PACT				"Pollution Pact"
DIP_TREATY_ALLIANCE					"Alliance"

##
## Proposal Details
##
DIP_DETAILS_NONE_0					"NONE (Tone 0)"
DIP_DETAILS_NONE_1					"NONE (Tone 1)"
DIP_DETAILS_NONE_2					"NONE (Tone 2)"
DIP_DETAILS_NONE_3					"NONE (Tone 3)"
DIP_DETAILS_NONE_4					"NONE (Tone 4)"
DIP_DETAILS_NONE_EX_0					"In exchange, NONE (Tone 0)"
DIP_DETAILS_NONE_EX_1					"In exchange, NONE (Tone 1)"
DIP_DETAILS_NONE_EX_2					"In exchange, NONE (Tone 2)"
DIP_DETAILS_NONE_EX_3					"In exchange, NONE (Tone 3)"
DIP_DETAILS_NONE_EX_4					"In exchange, NONE (Tone 4)"

DIP_DETAILS_OFFER_GIVE_CITY_0				"For an esteemed nation such as yours, we offer the city of {city[0].name}."
DIP_DETAILS_OFFER_GIVE_CITY_1				"In the spirit of friendship, we offer you control of the city of {city[0].name}."
DIP_DETAILS_OFFER_GIVE_CITY_2				"We humbly offer you the city of {city[0].name}."
DIP_DETAILS_OFFER_GIVE_CITY_3				"We are willing to relinquish the city of {city[0].name} to your rule."
DIP_DETAILS_OFFER_GIVE_CITY_4				"You can have the city of {city[0].name} and nothing more."
DIP_DETAILS_OFFER_GIVE_CITY_EX_0			"In exchange, we offer you complete control of the city of {city[0].name}.  Please treat its citizens well."
DIP_DETAILS_OFFER_GIVE_CITY_EX_1			"In exchange, we promise you control of the city of {city[0].name}, in order to establish friendship."
DIP_DETAILS_OFFER_GIVE_CITY_EX_2			"In exchange, we offer you the city of {city[0].name} to add to your already impressive civilization."
DIP_DETAILS_OFFER_GIVE_CITY_EX_3			"In exchange, we'll hand over the city of {city[0].name} to your rule."
DIP_DETAILS_OFFER_GIVE_CITY_EX_4			"In exchange, we'll give you the city of {city[0].name}."
DIP_DETAILS_REQUEST_GIVE_CITY_0				"We are aware of your need to expand your borders in order to enable your nation to prosper.  However, we must firmly request that you turn over control of {city[0].name} to us."
DIP_DETAILS_REQUEST_GIVE_CITY_1				"We kindly request that you surrender the city of {city[0].name}."	
DIP_DETAILS_REQUEST_GIVE_CITY_2				"We entreat you to grant us the city of {city[0].name} as soon as possible."
DIP_DETAILS_REQUEST_GIVE_CITY_3				"Give us control of {city[0].name} and let the citizens of that city join our superior civilization."
DIP_DETAILS_REQUEST_GIVE_CITY_4				"Surrender {city[0].name} to our rule at once!!"
DIP_DETAILS_REQUEST_GIVE_CITY_EX_0			"In exchange, we ask that you surrender the city of {city[0].name} to our rule."
DIP_DETAILS_REQUEST_GIVE_CITY_EX_1			"In exchange, we kindly ask that you relinquish control of {city[0].name} in order to preserve peace."	
DIP_DETAILS_REQUEST_GIVE_CITY_EX_2			"In exchange, we implore you to relinquish control of {city[0].name} to our empire."
DIP_DETAILS_REQUEST_GIVE_CITY_EX_3			"In exchange, and in order to avoid further action, we recommend turning over {city[0].name} to us without delay."
DIP_DETAILS_REQUEST_GIVE_CITY_EX_4			"In exchange, we demand that you give us full control of {city[0].name} immediately!!"

DIP_DETAILS_OFFER_WITHDRAW_TROOPS_0			"We offer to withdraw our troops from your nation and keep the peace."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_1			"In order to remain on good terms, we will pull our forces out of your country."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_2			"We will quickly withdraw our forces from your nation.  We did not mean to anger you."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_3			"We offer to remove our troops from your weak, ineffectual nation."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_4			"We will withdraw from your nation.  Do not expect such mercy from us in the future."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_0			"In exchange, we agree to withdraw our troops from your nation."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_1			"In exchange, we will withdraw our troops from your nation.  We'd like to remain on friendly terms with you."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_2			"In exchange, we will hastily retreat from your nation's soil.  Please forgive us our trespasses."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_3			"In exchange, we'll withdraw from your puny nation."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_EX_4			"In exchange, we are willing to pull our forces out of your worthless little nation."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_0			"Withdrawing your forces from our nation's soil would go a long way towards establishing good relations between us.  We suggest you do so with all speed."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_1			"We call for the removal of your troops from our country.  Nations such as ours should strive to be on good terms."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_2			"Great leader, we would be very thankful if you withdrew your troops from our nation."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_3			"Remove your troops from our country if you wish to avoid retaliatory measures."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_4			"Is it your intention to provoke us?  We strongly suggest a full withdrawal of your forces from our land at once!!"
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_0		"In exchange, we ask that you fully withdraw your armed forces from our country so that we are not forced to sully ourselves with the sordid business of war."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_1		"In exchange, we very much would like to see a full withdrawal of your forces from our soil.  We do not want to risk threatening the peace between our great nations."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_2		"In exchange, we implore you to withdraw your forces from our nation so that peace may prevail."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_3		"In exchange, we must ask that you remove your forces from our country!  Your actions are inappropriately hostile."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_EX_4		"In exchange, we demand your troops leave our land at once!!  Do not be so foolish as to provoke us!"

DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_0		"We vow to remove our forces from your ally's nation.  The citizens of {player[2].country_name} will be troubled by us no more."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_1		"Honored leader, we offer to withdraw our forces from {player[2].country_name} as soon as possible."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_2		"We promise a speedy withdrawal of forces from {player[2].country_name}.  We have no interest in provoking you."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_3		"We will withdraw our troops from {player[2].country_name} as soon as we can.  Neither of you are a threat to us."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_4		"We offer to pull out of {player[2].country_name}.  We are not often this merciful.  You should be thankful."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_0	"In exchange, we offer to pull our forces out of {player[2].country_name}.  Peace is our primary goal."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_1	"In exchange, we offer to withdraw our troops from {player[2].country_name}.  We will respect the alliance you share."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_2	"In exchange, we humbly offer to pull out of {player[2].country_name} at once."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_3	"In exchange, we will pull out of {player[2].country_name} if you desire."
DIP_DETAILS_OFFER_WITHDRAW_TROOPS_FROM_ALLIE_EX_4	"In exchange, we are willing to withdraw from {player[2].country_name} for the time being."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_0	"We would be grateful if you withdrew your forces from {player[2].country_name}  nation.  They are our allies and we do not want to see them imperiled."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_1	"We ask that you please withdraw your troops from {player[2].country_name} soil.  We have an alliance with them and do not want to bear witness to bloodshed."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_2	"Please withdraw your troops from {player[2].country_name}.  They are our friends and we do not want to see them attacked."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_3	"We call for a swift withdrawal of armed forces from {player[2].country_name}.  You are violating their sovereignty."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_4	"Withdraw your troops from {player[2].country_name} immediately!!  An attack on them is an attack on us."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_0	"In exchange, we would be heartened to see a full withdrawal of your forces from {player[2].country_name}.  They are our allies."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_1	"In exchange, we would consider it the ultimate gesture of goodwill if you pulled your forces out of {player[2].country_name}."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_2	"In exchange, we would be grateful if you withdrew your forces from {player[2].country_name}."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_3	"In exchange, we require you to withdraw your forces from {player[2].country_name} at once."
DIP_DETAILS_REQUEST_WITHDRAW_TROOPS_FROM_ALLIE_EX_4	"In exchange, we demand a full withdrawal of forces from {player[2].country_name}.  They are our allies and, as such, have our protection."

DIP_DETAILS_OFFER_INVADE_0				"We offer to invade {player[2].country_name} with all speed."
DIP_DETAILS_OFFER_INVADE_1				"As we are nations on good terms, we offer to invade your enemy, the {player[2].civ_name_plural}."
DIP_DETAILS_OFFER_INVADE_2				"We humbly offer an invasion of {player[2].country_name}.  Perhaps we can help."
DIP_DETAILS_OFFER_INVADE_3				"We will invade {player[2].country_name}.  You obviously could use the assistance."
DIP_DETAILS_OFFER_INVADE_4				"We offer to invade {player[2].country_name}."
DIP_DETAILS_OFFER_INVADE_EX_0				"In exchange, we offer an invasion of {player[2].country_name} in order to help you achieve your goals."
DIP_DETAILS_OFFER_INVADE_EX_1				"In exchange, we will invade {player[2].country_name}, provided this meets your satisfaction."
DIP_DETAILS_OFFER_INVADE_EX_2				"In exchange, we will happily invade {player[2].country_name}.  Perhaps you may smile upon us in the future."
DIP_DETAILS_OFFER_INVADE_EX_3				"In exchange, we pledge our willingness to invade {player[2].country_name} and bring the horrors of war to their populace."
DIP_DETAILS_OFFER_INVADE_EX_4				"In exchange, we will invade {player[2].country_name}.  This is more than enough for you."
DIP_DETAILS_REQUEST_INVADE_0				"We solemnly request that you invade {player[2].country_name} and destroy their nation."
DIP_DETAILS_REQUEST_INVADE_1				"Friend, we request that you invade {player[2].country_name} as soon as possible.  They are our common enemy."
DIP_DETAILS_REQUEST_INVADE_2				"Exalted one, please invade {player[2].country_name} and use your formidable armies to end their existence."
DIP_DETAILS_REQUEST_INVADE_3				"As a test of your mettle, you must invade {player[2].country_name}.  Let us see what you're made of."
DIP_DETAILS_REQUEST_INVADE_4				"We demand that you invade {player[2].country_name} with all speed.  Take no prisoners!"
DIP_DETAILS_REQUEST_INVADE_EX_0				"In exchange, we ask you to invade {player[2].country_name} and put an end to their leader's reign."
DIP_DETAILS_REQUEST_INVADE_EX_1				"In exchange, we request that you invade {player[2].country_name} as a favor to us.  We would be in your debt."
DIP_DETAILS_REQUEST_INVADE_EX_2				"In exchange, we implore you to assist us in obliterating our enemies.  Please invade {player[2].country_name}."
DIP_DETAILS_REQUEST_INVADE_EX_3				"In exchange, we demand an invasion of {player[2].country_name} by your armed forces.  Let nothing stand in the way of your campaigns."
DIP_DETAILS_REQUEST_INVADE_EX_4				"In exchange, we require you to invade {player[2].country_name} at once."

DIP_DETAILS_OFFER_STOP_PIRACY_0				"In the interest of good relations, we offer to stop pirating your empire's trade routes."
DIP_DETAILS_OFFER_STOP_PIRACY_1				"We will end the piracy of your trade routes.  We do not want to jeopardize our friendly nation status."
DIP_DETAILS_OFFER_STOP_PIRACY_2				"We will stop pirating your trade routes immediately!  We apologize for the insult to your nation."
DIP_DETAILS_OFFER_STOP_PIRACY_3				"We will cease the piracy of your trade routes.  Do not get used to such merciful treatment from us."
DIP_DETAILS_OFFER_STOP_PIRACY_4				"We will stop pirating your trade routes."
DIP_DETAILS_OFFER_STOP_PIRACY_EX_0			"In exchange, we will stop pirating your trade routes."
DIP_DETAILS_OFFER_STOP_PIRACY_EX_1			"In exchange, we will cease our piracy of your trade routes.  We intend to preserve the goodwill between our empires."
DIP_DETAILS_OFFER_STOP_PIRACY_EX_2			"In exchange, we will stop pirating your trade routes at once!  We do not want an empire of your stature angry with us!"
DIP_DETAILS_OFFER_STOP_PIRACY_EX_3			"In exchange, we will end our piracy of your trade routes.  Thwarting the commercial activities of such a feeble nation is beneath us."
DIP_DETAILS_OFFER_STOP_PIRACY_EX_4			"In exchange, we will no longer interfere with your trade routes.  We can find more profitable routes elsewhere."
DIP_DETAILS_REQUEST_STOP_PIRACY_0			"Do we not have the right to free trade?  We ask that you stop pirating our trade routes, please."
DIP_DETAILS_REQUEST_STOP_PIRACY_1			"To preserve the peace we share, please cease the piracy of our trade routes."
DIP_DETAILS_REQUEST_STOP_PIRACY_2			"We beg of you to please stop pirating our trade routes."
DIP_DETAILS_REQUEST_STOP_PIRACY_3			"Your piracy of our trade routes is contemptible and inexcusable.  Cease and desist at once."
DIP_DETAILS_REQUEST_STOP_PIRACY_4			"Stop pirating our trade routes!!  We will not stand for such treachery!!"
DIP_DETAILS_REQUEST_STOP_PIRACY_EX_0			"In exchange, we solemnly request that your piracy of our trade routes comes to a swift end."
DIP_DETAILS_REQUEST_STOP_PIRACY_EX_1			"In exchange, we ask that you stop pirating our trade routes so that we may remain friends."
DIP_DETAILS_REQUEST_STOP_PIRACY_EX_2			"In exchange, we implore you to stop interfering with the commercial activity of our nation.  Please stop pirating our trade routes."
DIP_DETAILS_REQUEST_STOP_PIRACY_EX_3			"In exchange, we insist that you end your abominable piracy of our trade routes."
DIP_DETAILS_REQUEST_STOP_PIRACY_EX_4			"In exchange, we demand a stop to the contemptible acts of piracy that you have foolishly inflicted on us."

DIP_DETAILS_OFFER_BREAK_AGREEMENT_0			"In the interest of winning your favor, we will break our agreements with {player[2].country_name}."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_1			"We will break our agreements with {player[2].country_name} as a gesture of friendship towards you."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_2			"We vow to break any agreements we have with {player[2].country_name} as soon as possible."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_3			"We offer to break our agreements with {player[2].country_name}."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_4			"We will break our agreements with {player[2].country_name}."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_EX_0			"In exchange, we offer to break our agreements with {player[2].country_name}."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_EX_1			"In exchange, we agree to break any agreements we currently have with {player[2].country_name}."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_EX_2			"In exchange, we promise to end our existing agreements with {player[2].country_name}.  We pray that this is enough for you."
DIP_DETAILS_OFFER_BREAK_AGREEMENT_EX_3			"In exchange, we offer to terminate any existing agreements that we have with {player[2].country_name}.  This is more than reasonable."
