## MORE DIPLOMACY STUFF ##
DIP_DEMAND_ADVANCE_NONE "There are no advances to demand."
DIPxxx4_REQUEST_DEMAND_REDUCE_POLLUTION "Reduce Pollution"
DIPxxx4_REQUEST_OFFER_ADVANCE "Gift of Discovery"
DIPxxx4_REQUEST_OFFER_MAP "Gift of Map"
DIPxxx4_REQUEST_OFFER_GOLD "Gift of Gold"
DIPxxx4_REQUEST_OFFER_CEASE_FIRE "Peace Treaty"
DIPxxx4_REQUEST_OFFER_PERMANENT_ALLIANCE "Permanent Alliance"
DIPxxx4_REQUEST_EXCHANGE_ADVANCE "Exchange Discovery"
DIPxxx4_REQUEST_EXCHANGE_MAP "Exchange Map"
DIPxxx4_REQUEST_DEMAND_NO_PIRACY "No Piracy"


#### diplomacy screen strings ####
DIP_NONE_AVAILABLE "None Available"
DIP_NOTHING_TO_GIVE "Nothing to give"
DIP_NO_KNOWN_CIVS "No civilization encountered"


#### Regard strings ####

REGARD_0 "Neutral"
REGARD_1 "Hostile"
REGARD_2 "Friendly"

#### Regard strings ####
ATTITUDE_0 "Neutral"
ATTITUDE_1 "Strong Hostile"
ATTITUDE_2 "Strong Friendly"
ATTITUDE_3 "Weak Hostile"
ATTITUDE_4 "Weak Friendly"

### Diplomacy stuff

MADLIB_REQUEST_GREETINGS_N "I bring neighborly greetings from the [player.1.civ_name_singular] people."
MADLIB_REQUEST_GREETINGS_SF "Greetings. All hail the magnificent leader, [player.1.leader_name] of [player.1.country_name]."
MADLIB_REQUEST_GREETINGS_SH "The magnificent leader of [player.1.country_name] has stooped to recognize your presence by sending you his greetings. You should honor this as an historic event in your country's worthless existence."
MADLIB_REQUEST_GREETINGS_WF "I bring greetings from [player.1.leader_name], leader of the [player.1.civ_name_singular] empire. We  have heard rumors of your great wisdom and power. "
MADLIB_REQUEST_GREETINGS_WH "I send kind greetings to you, [player.2.leader_name], in hopes of establishing good relations between your nation and [player.1.country_name]."

MADLIB_ACKNOWLEDGE_GREETINGS_N "[madlib.address_head.attitude] [player.1.civ_name_plural], we, the [player.2.civ_name_plural], welcome the chance to meet with you."
MADLIB_ACKNOWLEDGE_GREETINGS_SF "[madlib.address_head.attitude] [player.1.civ_name_plural], good to see you, friend. Please, tell us what you wish to discuss with the great [player.2.leader_name] of [player.2.country_name]."
MADLIB_ACKNOWLEDGE_GREETINGS_SH "[madlib.address_head.attitude] [player.1.civ_name_plural], we are willing to meet with you, but know that the [player.2.civ_name_singular] people cry out for the blood of your ruler, [player.1.leader_name]."
MADLIB_ACKNOWLEDGE_GREETINGS_WF "[madlib.address_head.attitude] [player.1.civ_name_plural], [player.2.country_name] appreciates your visit. Such a powerful nation as yours will surely wish to aid their friends."
MADLIB_ACKNOWLEDGE_GREETINGS_WH "[madlib.address_head.attitude] [player.1.civ_name_plural], your violent history precedes you, but we grant your diplomatic visit in hopes that you wish to reconcile with the [player.2.civ_name_singular] people."

DIP_ACKNOWLEDGE_GREETINGS "[madlib.acknowledge_greetings.attitude]"

DIP_REQUEST_GREETINGS "[madlib.request_greetings.attitude]"

#str_tbl_ldl_The_Diplomats "Our leaders are busy. We are not interested in discussing anything with you at this time." 

MADLIB_DIP_HEAD "[madlib.address_head.attitude] [player.2.civ_name_plural], we, the [player.1.civ_name_plural],"

DIP_HEADER               "[madlib.dip_head] ..."
DIP_DEMAND_INCOMPLETE    "[madlib.dip_head] demand that you ..."
DIP_OFFER_INCOMPLETE     "[madlib.dip_head] offer you ..."
DIP_TREATY_INCOMPLETE    "[madlib.dip_head] present a treaty ..."
DIP_EXCHANGE_INCOMPLETE  "[madlib.dip_head] wish to exchange ..."

DIP_DEMAND_GOLD      "[madlib.dip_head] demand that you deliver a contribution of [gold.amount] Gold[madlib.demand_tail.attitude]"
DIP_DEMAND_MAPS      "[madlib.dip_head] demand that you provide us with your maps[madlib.demand_tail.attitude]"
DIP_DEMAND_ADVANCE   "[madlib.dip_head] demand that you instruct us in  your knowledge of [advance.name][madlib.demand_tail.attitude]"
DIP_DEMAND_PIRACY    "[madlib.dip_head] demand that you refrain from piracy[madlib.demand_tail.attitude]"
DIP_DEMAND_STOPTRADE "[madlib.dip_head] demand that you stop trading with the [player.3.civ_name_plural][madlib.demand_tail.attitude]"
DIP_DEMAND_POLLUTION "[madlib.dip_head] demand that you reduce your pollution[madlib.demand_tail.attitude]"
DIP_DEMAND_LEAVE     "[madlib.dip_head] demand that you stop trespassing[madlib.demand_tail.attitude]"
DIP_DEMAND_ATTACK    "[madlib.dip_head] demand that you join us in a crusade against the [player.3.civ_name_plural][madlib.demand_tail.attitude]"

DIP_OFFER_GOLD    "[madlib.dip_head] offer you a friendly contribution of [gold.amount] Gold[madlib.offer_tail.attitude]"
DIP_OFFER_MAPS    "[madlib.dip_head] offer you our maps[madlib.offer_tail.attitude]"
DIP_OFFER_ADVANCE "[madlib.dip_head] offer to instruct you in the field of [advance.name][madlib.offer_tail.attitude]"

DIP_TREATY_CEASE    "[madlib.dip_head] present you with a temporary peace treaty[madlib.treaty_tail.attitude]"
DIP_TREATY_ECO      "[madlib.dip_head] present a proposal to formally protect the planet's environment[madlib.treaty_tail.attitude]"
# Conflict with new diplomacy, bye-bye!
#DIP_TREATY_ALLIANCE "[madlib.dip_head] present a treaty to form a permanent alliance[madlib.treaty_tail.attitude]"

# DIP_EXCHANGE_ADVANCE Had conflict with new diplomacy strings!
DIP_EXCHANGE_ADVANCE "[madlib.dip_head] wish to exchange our knowledge of [advance.1.name] for your knowledge of [advance.2.name][madlib.exchange_tail.attitude]"

DIP_EXCHANGE_MAPS    "[madlib.dip_head] wish to exchange maps[madlib.exchange_tail.attitude]"

MADLIB_DIP_RES_HEAD "[player.2.leader_name] of the [player.2.civ_name_plural]"

MADLIB_DIP_RES_DEMAND_GOLD      "demand that we deliver up [gold.amount] Gold"
MADLIB_DIP_RES_DEMAND_MAPS      "demand for our maps"
MADLIB_DIP_RES_DEMAND_ADVANCE   "demand that we instruct you in the [player.2.civ_name_singular] knowledge of [advance.name]"
MADLIB_DIP_RES_DEMAND_PIRACY    "demand that we refrain from piracy against you"
MADLIB_DIP_RES_DEMAND_STOPTRADE "demand that we avoid trade with the [player.3.civ_name_plural]"
MADLIB_DIP_RES_DEMAND_POLLUTION "demand that we reduce our pollution"
MADLIB_DIP_RES_DEMAND_LEAVE     "demand that we stop trespassing"
MADLIB_DIP_RES_DEMAND_ATTACK    "demand that we join you in a crusade against the [player.3.civ_name_plural]"

MADLIB_DIP_RES_OFFER_GOLD       "offer of [gold.amount] Gold"
MADLIB_DIP_RES_OFFER_MAPS       "offer of [player.1.civ_name_singular] maps"
MADLIB_DIP_RES_OFFER_ADVANCE    "offer of the [player.1.civ_name_singular] knowledge of [advance.name]"

MADLIB_DIP_RES_TREATY_CEASE     "Peace Treaty"
MADLIB_DIP_RES_TREATY_ECO       "treaty to formally protect the planet's environment"
MADLIB_DIP_RES_TREATY_ALLIANCE  "treaty to form a permanent alliance"

MADLIB_DIP_RES_EXCHANGE_ADVANCE "exchange of the [player.1.civ_name_singular] knowledge of [advance.1.name] for the [player.2.civ_name_singular] knowledge of [advance.2.name]"
MADLIB_DIP_RES_EXCHANGE_MAPS    "exchange of the [player.1.civ_name_singular] maps for our [player.2.civ_name_singular] maps"

DIP_ACCEPT_DEMAND_GOLD          "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_gold][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_MAPS          "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_maps][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_ADVANCE       "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_advance][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_PIRACY        "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_piracy][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_STOPTRADE     "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_stoptrade][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_POLLUTION     "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_pollution][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_LEAVE         "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_leave][madlib.restail_accept.attitude]"
DIP_ACCEPT_DEMAND_ATTACK        "[madlib.dip_res_head] accepts your [madlib.emote_demand_a] [madlib.dip_res_demand_attack][madlib.restail_accept.attitude]"

DIP_ACCEPT_OFFER_GOLD           "[madlib.dip_res_head] accepts your [madlib.emote_offer_a] [madlib.dip_res_offer_gold][madlib.restail_accept.attitude]"
DIP_ACCEPT_OFFER_MAPS           "[madlib.dip_res_head] accepts your [madlib.emote_offer_a] [madlib.dip_res_offer_maps][madlib.restail_accept.attitude]"
DIP_ACCEPT_OFFER_ADVANCE        "[madlib.dip_res_head] accepts your [madlib.emote_offer_a] [madlib.dip_res_offer_advance][madlib.restail_accept.attitude]"

DIP_ACCEPT_TREATY_CEASE         "[madlib.dip_res_head] accepts your [madlib.emote_treaty_a] [madlib.dip_res_treaty_cease][madlib.restail_accept.attitude]"
DIP_ACCEPT_TREATY_ECO           "[madlib.dip_res_head] accepts your [madlib.emote_treaty_a] [madlib.dip_res_treaty_eco][madlib.restail_accept.attitude]"
DIP_ACCEPT_TREATY_ALLIANCE      "[madlib.dip_res_head] accepts your [madlib.emote_treaty_a] [madlib.dip_res_treaty_alliance][madlib.restail_accept.attitude]"

DIP_ACCEPT_EXCHANGE_ADVANCE     "[madlib.dip_res_head] accepts your [madlib.emote_exchange_a] [madlib.dip_res_exchange_advance][madlib.restail_accept.attitude]"
DIP_ACCEPT_EXCHANGE_MAPS        "[madlib.dip_res_head] accepts your [madlib.emote_exchange_a] [madlib.dip_res_exchange_maps][madlib.restail_accept.attitude]"

DIP_REJECT_DEMAND_GOLD          "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_gold][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_MAPS          "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_maps][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_ADVANCE       "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_advance][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_PIRACY        "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_piracy][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_STOPTRADE     "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_stoptrade][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_POLLUTION     "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_pollution][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_LEAVE         "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_leave][madlib.restail_reject.attitude]"
DIP_REJECT_DEMAND_ATTACK        "[madlib.dip_res_head] rejects your [madlib.emote_demand_r] [madlib.dip_res_demand_attack][madlib.restail_reject.attitude]"

DIP_REJECT_OFFER_GOLD           "[madlib.dip_res_head] rejects your [madlib.emote_offer_r] [madlib.dip_res_offer_gold][madlib.restail_reject.attitude]"
DIP_REJECT_OFFER_MAPS           "[madlib.dip_res_head] rejects your [madlib.emote_offer_r] [madlib.dip_res_offer_maps][madlib.restail_reject.attitude]"
DIP_REJECT_OFFER_ADVANCE        "[madlib.dip_res_head] rejects your [madlib.emote_offer_r] [madlib.dip_res_offer_advance][madlib.restail_reject.attitude]"

DIP_REJECT_TREATY_CEASE         "[madlib.dip_res_head] rejects your [madlib.emote_treaty_r] [madlib.dip_res_treaty_cease][madlib.restail_reject.attitude]"
DIP_REJECT_TREATY_ECO           "[madlib.dip_res_head] rejects your [madlib.emote_treaty_r] [madlib.dip_res_treaty_eco][madlib.restail_reject.attitude]"
DIP_REJECT_TREATY_ALLIANCE      "[madlib.dip_res_head] rejects your [madlib.emote_treaty_r] [madlib.dip_res_treaty_alliance][madlib.restail_reject.attitude]"

DIP_REJECT_EXCHANGE_ADVANCE     "[madlib.dip_res_head] rejects your [madlib.emote_exchange_r] [madlib.dip_res_exchange_advance][madlib.restail_reject.attitude]"
DIP_REJECT_EXCHANGE_MAPS        "[madlib.dip_res_head] rejects your [madlib.emote_exchange_r] [madlib.dip_res_exchange_maps][madlib.restail_reject.attitude]"


MADLIB_ADDRESS_HEAD_N  "Sensible"
MADLIB_ADDRESS_HEAD_N  "Fair"
MADLIB_ADDRESS_HEAD_N  "Humble"
MADLIB_ADDRESS_HEAD_N  "Respected"
MADLIB_ADDRESS_HEAD_N  "Neighborly"
MADLIB_ADDRESS_HEAD_N  "Cordial"
MADLIB_ADDRESS_HEAD_SF "Admirable"
MADLIB_ADDRESS_HEAD_SF "Dutiful"
MADLIB_ADDRESS_HEAD_SF "Dependable"
MADLIB_ADDRESS_HEAD_SF "Devoted"
MADLIB_ADDRESS_HEAD_SF "Faithful"
MADLIB_ADDRESS_HEAD_SF "Loyal"
MADLIB_ADDRESS_HEAD_SH "Abhorrent"
MADLIB_ADDRESS_HEAD_SH "Depraved"
MADLIB_ADDRESS_HEAD_SH "Despicable"
MADLIB_ADDRESS_HEAD_SH "Detestable"
MADLIB_ADDRESS_HEAD_SH "Fiendish"
MADLIB_ADDRESS_HEAD_SH "Murderous"
MADLIB_ADDRESS_HEAD_SH "Meager"
MADLIB_ADDRESS_HEAD_WF "Gracious"
MADLIB_ADDRESS_HEAD_WF "Magnificent"
MADLIB_ADDRESS_HEAD_WF "Mighty"
MADLIB_ADDRESS_HEAD_WF "Wise"
MADLIB_ADDRESS_HEAD_WF "Worthy"
MADLIB_ADDRESS_HEAD_WH "Contemptible"
MADLIB_ADDRESS_HEAD_WH "Stupid"
MADLIB_ADDRESS_HEAD_WH "Insipid"
MADLIB_ADDRESS_HEAD_WH "Foolish"
MADLIB_ADDRESS_HEAD_WH "Naive"

MADLIB_DEMAND_TAIL_N  " so that we may become better friends."
MADLIB_DEMAND_TAIL_N  " to improve our relations and benefit the people of our great nations."
MADLIB_DEMAND_TAIL_N  " to insure security and prosperity for both our nations."
MADLIB_DEMAND_TAIL_N  " as a gesture of your goodwill."
MADLIB_DEMAND_TAIL_SF " as an act of loyalty."
MADLIB_DEMAND_TAIL_SF " to continue our friendly relations."
MADLIB_DEMAND_TAIL_SF " and we shall keep you in our favor."
MADLIB_DEMAND_TAIL_SF " and we may one day aid you in your time of need."
MADLIB_DEMAND_TAIL_SF " and we will forever remember your support."
MADLIB_DEMAND_TAIL_SH " or we will destroy you."
MADLIB_DEMAND_TAIL_SH " or your defiance will be remembered forever."
MADLIB_DEMAND_TAIL_SH " or suffer our wrath!"
MADLIB_DEMAND_TAIL_SH " or face our mighty armies!"
MADLIB_DEMAND_TAIL_SH " and we shall overlook your earlier transgressions."
MADLIB_DEMAND_TAIL_SH " so that we may forgive your violent past."
MADLIB_DEMAND_TAIL_WF " to show your appreciation for our loyalty."
MADLIB_DEMAND_TAIL_WF " and we will be forever thankful."
MADLIB_DEMAND_TAIL_WF " as a token of our goodwill."
MADLIB_DEMAND_TAIL_WF " and we will honor your generous spirit."
MADLIB_DEMAND_TAIL_WF " and show the kindness of your people."
MADLIB_DEMAND_TAIL_WH " to show mercy in your time of greatness."
MADLIB_DEMAND_TAIL_WH " and we shall remain forever in your debt."
MADLIB_DEMAND_TAIL_WH " or we shall be forced to turn to your enemies for aid."
MADLIB_DEMAND_TAIL_WH " as evidence that better relations may lie ahead."

MADLIB_EXCHANGE_TAIL_N  " to open new dialogue between us."
MADLIB_EXCHANGE_TAIL_N  " to improve our relations."
MADLIB_EXCHANGE_TAIL_N  " to benefit both our nations."
MADLIB_EXCHANGE_TAIL_N  " if you wish to have a mutually beneficial relationship."
MADLIB_EXCHANGE_TAIL_SF " to continue our friendly relations."
MADLIB_EXCHANGE_TAIL_SF " so that we do not doubt your friendship."
MADLIB_EXCHANGE_TAIL_SF " so that we shall continue to consider you a friend."
MADLIB_EXCHANGE_TAIL_SF " so that both our nations can prosper."
MADLIB_EXCHANGE_TAIL_SH ", which you should accept without hesitation."
MADLIB_EXCHANGE_TAIL_SH ", and should you refuse, we will simply take what we want."
MADLIB_EXCHANGE_TAIL_SH ", and be aware that your refusal will be an insult to our proud nation."
MADLIB_EXCHANGE_TAIL_WF ", to show your appreciation for our loyalty."
MADLIB_EXCHANGE_TAIL_WF ", and we will be forever thankful."
MADLIB_EXCHANGE_TAIL_WF " as a token of good will."
MADLIB_EXCHANGE_TAIL_WF " because we view you as a sibling."
MADLIB_EXCHANGE_TAIL_WH " as a gesture of forgiveness."
MADLIB_EXCHANGE_TAIL_WH " to encourage a peaceful solution to our hostilities."
MADLIB_EXCHANGE_TAIL_WH " as a gesture toward establishing a peaceful relationship."
MADLIB_EXCHANGE_TAIL_WH " as an ending of hostile relations."

MADLIB_OFFER_TAIL_N  " to cement our friendship."
MADLIB_OFFER_TAIL_N  " to improve our relations."
MADLIB_OFFER_TAIL_N  " to benefit both our nations."
MADLIB_OFFER_TAIL_N  " to build a bond between our peoples."
MADLIB_OFFER_TAIL_SF " as a reward for your loyalty."
MADLIB_OFFER_TAIL_SF " so that our enemies may fall before us."
MADLIB_OFFER_TAIL_SF " for the prosperity of your nation."
MADLIB_OFFER_TAIL_SF " to help you in your time of need."
MADLIB_OFFER_TAIL_SF " to reward loyal friends."
MADLIB_OFFER_TAIL_SH " to aid your pathetic nation."
MADLIB_OFFER_TAIL_SH " because we pity you."
MADLIB_OFFER_TAIL_SH " to prove that we have no bias against the ugly."
MADLIB_OFFER_TAIL_SH " so that history shall remember our generosity toward the weak."
MADLIB_OFFER_TAIL_SH " because your pitifiul nation is a blemish on the face of the world."
MADLIB_OFFER_TAIL_WF " to show our loyalty to you."
MADLIB_OFFER_TAIL_WF " as a token of good will."
MADLIB_OFFER_TAIL_WF " to bind our nations together even stronger."
MADLIB_OFFER_TAIL_WF " so that we may combat our enemies together."
MADLIB_OFFER_TAIL_WF " as a sign of our great respect."
MADLIB_OFFER_TAIL_WH " as a gesture of forgiveness."
MADLIB_OFFER_TAIL_WH " so we may both enjoy peace in these troubled times."
MADLIB_OFFER_TAIL_WH " to ensure peace between our nations."
#MADLIB_OFFER_TAIL_WH " or face our mighty armies."

MADLIB_TREATY_TAIL_N  " to cement our friendship."
MADLIB_TREATY_TAIL_N  " to improve our relations."
MADLIB_TREATY_TAIL_N  " to benefit both our nations."
MADLIB_TREATY_TAIL_N  " so we may both enjoy peace in these troubled times."
MADLIB_TREATY_TAIL_SF " as an act of loyalty."
MADLIB_TREATY_TAIL_SF " to continue our friendly relations."
MADLIB_TREATY_TAIL_SF " so we may both enjoy peace in these troubled times."
MADLIB_TREATY_TAIL_SF " so that both our nations can prosper."
MADLIB_TREATY_TAIL_SF " for the benefit of all humanity."
MADLIB_TREATY_TAIL_SH " so we may both enjoy peace in these troubled times."
MADLIB_TREATY_TAIL_SH ",and we shall overlook your earlier transgressions."
MADLIB_TREATY_TAIL_SH " to benefit both our nations."
MADLIB_TREATY_TAIL_SH " so that we may put the past behind us and go forth as friends."
MADLIB_TREATY_TAIL_WF " to cement the growing friendship between our people."
MADLIB_TREATY_TAIL_WF " so we may both enjoy peace in these troubled times."
MADLIB_TREATY_TAIL_WF " so that our nations can look forward to a harmonious future."
MADLIB_TREATY_TAIL_WF " to secure a better future for our citizens."
MADLIB_TREATY_TAIL_WH " as a gesture of forgiveness."
MADLIB_TREATY_TAIL_WH " so we may both enjoy peace in these troubled times."
MADLIB_TREATY_TAIL_WH " so that we might end the bloodshed between our nations."
MADLIB_TREATY_TAIL_WH " to ensure peace between our nations."


MADLIB_RESTAIL_ACCEPT_SF " because we hope your Civilization prospers."
MADLIB_RESTAIL_ACCEPT_SF " because we wish to strengthen our friendship."
MADLIB_RESTAIL_ACCEPT_SF " so that our futures will be equally bright."
MADLIB_RESTAIL_ACCEPT_SF " to improve our relations as nations and as friends."
MADLIB_RESTAIL_ACCEPT_SF " so that our people will both thrive."
MADLIB_RESTAIL_ACCEPT_WF " in the hope that we can work more closely together."
MADLIB_RESTAIL_ACCEPT_WF " so that we may improve our standing with you."
MADLIB_RESTAIL_ACCEPT_WF " as we are certain you shall come to our aid in the future."
MADLIB_RESTAIL_ACCEPT_WF " to improve our relations as nations and as friends."
MADLIB_RESTAIL_ACCEPT_WF " as proof of our continuing feelings for you."
MADLIB_RESTAIL_ACCEPT_N  " so that peace remains between us."
MADLIB_RESTAIL_ACCEPT_N  " so that we may become closer allies."
#MADLIB_RESTAIL_ACCEPT_N  " if only to prevent the loss of our people's blood."
MADLIB_RESTAIL_ACCEPT_N  " because we share a common cause."
MADLIB_RESTAIL_ACCEPT_N  " so as to benefit both our nations."
MADLIB_RESTAIL_ACCEPT_N  ", but we remain vigilant against betrayal."
MADLIB_RESTAIL_ACCEPT_WH " this time, but do not think we are letting our guard down."
MADLIB_RESTAIL_ACCEPT_WH " only because of the immediate importance to our strategic goals."
MADLIB_RESTAIL_ACCEPT_WH ", but we shall protect ourselves against you nonetheless."
MADLIB_RESTAIL_ACCEPT_WH ", but do not think that this is the end of our disagreements."
MADLIB_RESTAIL_ACCEPT_WH " since we agree that diplomacy may resolve some of our differences easier than war."
MADLIB_RESTAIL_ACCEPT_WH ", but your nation will suffer terribly should you depart from this path of peace."
MADLIB_RESTAIL_ACCEPT_SH " this time, but do not think we are letting our guard down."
MADLIB_RESTAIL_ACCEPT_SH " only because of the immediate importance to our strategic goals."
MADLIB_RESTAIL_ACCEPT_SH ", though next time, we may not feel so kindly toward you."
MADLIB_RESTAIL_ACCEPT_SH ", though our soldiers are saddened that they will not shed your blood tomorrow."
MADLIB_RESTAIL_ACCEPT_SH ", but we promise we remain ready for your treachery."
MADLIB_RESTAIL_ACCEPT_SH ", though we warn you that our armies are prepared to defend us."

MADLIB_RESTAIL_REJECT_SF ", but perhaps we shall reconsider your request in the future."
MADLIB_RESTAIL_REJECT_SF ", although we value your friendship."
MADLIB_RESTAIL_REJECT_SF ", though we hope to aid you in the future."
MADLIB_RESTAIL_REJECT_SF ", but we wish to see our friendship continue."
MADLIB_RESTAIL_REJECT_SF ", though we hope our relationship does not sour as a result."
MADLIB_RESTAIL_REJECT_WF ", although we mean no insult by our action."
MADLIB_RESTAIL_REJECT_WF ", though we hope you will not look on us with disfavor as a result."
MADLIB_RESTAIL_REJECT_WF ", though we'll surely help you in the future."
MADLIB_RESTAIL_REJECT_WF " because of some conflicting matters, which we cannot disclose at this time."
MADLIB_RESTAIL_REJECT_WF ", although we send you our best wishes for your future."
MADLIB_RESTAIL_REJECT_N  " as our interests carry us in other directions at present."
MADLIB_RESTAIL_REJECT_N  ", though we shall not rule out future considerations of this matter."
MADLIB_RESTAIL_REJECT_N  " as your offer is insufficient to compel us."
#MADLIB_RESTAIL_REJECT_N  " since we have other fish to fry."
MADLIB_RESTAIL_REJECT_N  " since we have no need for that at this time."
MADLIB_RESTAIL_REJECT_N  " as we are comfortable with our current arrangements."
MADLIB_RESTAIL_REJECT_WH " because of the insolence you have shown us in the past."
MADLIB_RESTAIL_REJECT_WH ", and warn you that future diplomatic requests of this nature will bring you grief."
MADLIB_RESTAIL_REJECT_WH ", for you cannot dictate terms upon our empire."
MADLIB_RESTAIL_REJECT_WH " as we have no fear of your bullying."
MADLIB_RESTAIL_REJECT_WH " since we are above your petty threats."
MADLIB_RESTAIL_REJECT_WH " since the time for peaceful relations has long since passed."
MADLIB_RESTAIL_REJECT_SH " and offer as an alternative your slow, painful destruction."
MADLIB_RESTAIL_REJECT_SH ", as we are busy plotting your destruction."
MADLIB_RESTAIL_REJECT_SH " and looks forward to spilling your insolent blood."
MADLIB_RESTAIL_REJECT_SH ", and warn you against future meddlesome actions."
MADLIB_RESTAIL_REJECT_SH " since we have no desire to seek peace with your kind at this time."
MADLIB_RESTAIL_REJECT_SH " since you are at best a fly on the butt of an ass."

MADLIB_EMOTE_DEMAND_A "fair"
MADLIB_EMOTE_DEMAND_A "tolerable"
MADLIB_EMOTE_DEMAND_A "judicious"
MADLIB_EMOTE_DEMAND_A "just"
MADLIB_EMOTE_DEMAND_A "proper"
MADLIB_EMOTE_DEMAND_A "rational"
MADLIB_EMOTE_DEMAND_A "reasonable"
MADLIB_EMOTE_DEMAND_A "righteous"
MADLIB_EMOTE_DEMAND_A "sensible"
MADLIB_EMOTE_DEMAND_A "sportsmanlike"

MADLIB_EMOTE_DEMAND_R "abhorrent"
MADLIB_EMOTE_DEMAND_R "abominable"
MADLIB_EMOTE_DEMAND_R "baseless"
MADLIB_EMOTE_DEMAND_R "contemptible"
MADLIB_EMOTE_DEMAND_R "deceitful"
MADLIB_EMOTE_DEMAND_R "designing"
MADLIB_EMOTE_DEMAND_R "despicable"
MADLIB_EMOTE_DEMAND_R "detestable"
MADLIB_EMOTE_DEMAND_R "reprehensible"
MADLIB_EMOTE_DEMAND_R "dishonest"
MADLIB_EMOTE_DEMAND_R "disingenuous"
MADLIB_EMOTE_DEMAND_R "dubious"
MADLIB_EMOTE_DEMAND_R "improper"
MADLIB_EMOTE_DEMAND_R "inappropriate"
